,autor,titulo,tema,year
178,,P40.-Towards  Unmasking  the  Pathophysiology  of  Epilepsy  using  a  New Cellular Model based on Human iPSCs ,Cellular and Molecular Neurobiology ,2015
179,Tamara  Logica,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
180,Juan  Ignacio  Romero,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
181,Mariana  Holubiec,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
182,Stephanie  Riviere,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
183,Rodolfo Kolliker-Fres,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
184,Rocío Castilla,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
185,Francisco Capani,P41.-Delayed postconditioning with cobalt chloride activates pro-survival pathways in a murine model of perinatal asphyxia ,Cellular and Molecular Neurobiology ,2015
186,Jeronimo  Lukin,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
187,Gerardo  Roscisewski,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
188,Veronica  Murta,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
189,Maria  Vanesa  Cadena,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
190,Alejandro Villarreal,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
191,Alberto Javier Ramos,P42.-Dual  actions  of  HMGB-1  on  neuroinflammation  are  dependent  on the cellular micro-environment ,Cellular and Molecular Neurobiology ,2015
192,Irina Marcovich1°,P43.-Comparative  study  of  the  functional  properties  of  cochlear  and neuronal cholinergic nicotinic receptors across different tetrapod species ,Cellular and Molecular Neurobiology ,2015
193,Marcela Lipovsek2°,P43.-Comparative  study  of  the  functional  properties  of  cochlear  and neuronal cholinergic nicotinic receptors across different tetrapod species ,Cellular and Molecular Neurobiology ,2015
194,Paola Plazas1°,P43.-Comparative  study  of  the  functional  properties  of  cochlear  and neuronal cholinergic nicotinic receptors across different tetrapod species ,Cellular and Molecular Neurobiology ,2015
195,Ana Belén Elgoyhen1°3°,P43.-Comparative  study  of  the  functional  properties  of  cochlear  and neuronal cholinergic nicotinic receptors across different tetrapod species ,Cellular and Molecular Neurobiology ,2015
196,Leandro  N.  Marziali2°,P44.-DMT1  is  expressed  and  required  for  adequate  maturation  in oligodendrocytes ,Cellular and Molecular Neurobiology ,2015
197,Verónica  T  Cheli1°,P44.-DMT1  is  expressed  and  required  for  adequate  maturation  in oligodendrocytes ,Cellular and Molecular Neurobiology ,2015
198,Vilma  Spreuer1°,P44.-DMT1  is  expressed  and  required  for  adequate  maturation  in oligodendrocytes ,Cellular and Molecular Neurobiology ,2015
199,Juana  M.  Pasquini2°,P44.-DMT1  is  expressed  and  required  for  adequate  maturation  in oligodendrocytes ,Cellular and Molecular Neurobiology ,2015
200,Pablo  M Paez1°,P44.-DMT1  is  expressed  and  required  for  adequate  maturation  in oligodendrocytes ,Cellular and Molecular Neurobiology ,2015
201,Mara  Medori1°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
202,Luciano  Fiore1°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
203,Gonzalo  Spelzini1°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
204,Melina  Rapacioli2°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
205,Vladimir  Flores2°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
206,Gabriel Scicolone1°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
207,Viviana Sanchez1°,P45.-Urokinase-type  plasminogen  activator  (uPA)  promotes  the  axonal outgrowth in retinal ganglion cells ,Cellular and Molecular Neurobiology ,2015
208,Ernesto Miquel,P46.-Reactive  astrocytes  secrete  exosomes  that  induce  motor  neuron death. Implications for ALS ,Cellular and Molecular Neurobiology ,2015
209,Patricia Cassina,P46.-Reactive  astrocytes  secrete  exosomes  that  induce  motor  neuron death. Implications for ALS ,Cellular and Molecular Neurobiology ,2015
210,Agustín Ramiro Miranda,P47.-Phytotherapic  potential  of  infusive  plant  extracts  on  overweighed mice:  Brain  exposure  to  polyphenols  and  oxidative  risk  in  adolescent females. ,Cellular and Molecular Neurobiology ,2015
211,Claudia Albrecht,P47.-Phytotherapic  potential  of  infusive  plant  extracts  on  overweighed mice:  Brain  exposure  to  polyphenols  and  oxidative  risk  in  adolescent females. ,Cellular and Molecular Neurobiology ,2015
212,Elio Andrés Soria,P47.-Phytotherapic  potential  of  infusive  plant  extracts  on  overweighed mice:  Brain  exposure  to  polyphenols  and  oxidative  risk  in  adolescent females. ,Cellular and Molecular Neurobiology ,2015
213,Yamila Azul Molinari,P48.-Cuprizone  effects  on  proliferation  and  differentiation  of  neural stem cells ,Cellular and Molecular Neurobiology ,2015
214,Paula Franco,P48.-Cuprizone  effects  on  proliferation  and  differentiation  of  neural stem cells ,Cellular and Molecular Neurobiology ,2015
215,Lucas Silvestroff,P48.-Cuprizone  effects  on  proliferation  and  differentiation  of  neural stem cells ,Cellular and Molecular Neurobiology ,2015
216,Luis P. Morera,P49.-Sensing  Light  by  Horizontal  Cells  in  the  Chicken  Retina:  A  New Player in the Photoreceptive System ,Cellular and Molecular Neurobiology ,2015
217,Nicolas M. Diaz,P49.-Sensing  Light  by  Horizontal  Cells  in  the  Chicken  Retina:  A  New Player in the Photoreceptive System ,Cellular and Molecular Neurobiology ,2015
218,Mario E. Guido,P49.-Sensing  Light  by  Horizontal  Cells  in  the  Chicken  Retina:  A  New Player in the Photoreceptive System ,Cellular and Molecular Neurobiology ,2015
219,Veronica Murta1°,P50.-In vitro modeling of the broad spectrum of astrogliosis ,Cellular and Molecular Neurobiology ,2015
220,Raja Sekhar Mannava1°,P50.-In vitro modeling of the broad spectrum of astrogliosis ,Cellular and Molecular Neurobiology ,2015
221,Priscila Schilrreff2°,P50.-In vitro modeling of the broad spectrum of astrogliosis ,Cellular and Molecular Neurobiology ,2015
222,María José Morrilla2°,P50.-In vitro modeling of the broad spectrum of astrogliosis ,Cellular and Molecular Neurobiology ,2015
223,Alberto Javier Ramos1°,P50.-In vitro modeling of the broad spectrum of astrogliosis ,Cellular and Molecular Neurobiology ,2015
224,Emilio  Román  Mustafá1°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
225,Eduardo  Javier  López  Soto1°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
226,Juan  Ignacio  Quelas2°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
227,Valentina Martínez Damonte1°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
228,Silvia S Rodríguez1°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
229,Jesica Raingo1°,P51.-Does  voltage-gated  calcium  channels  (CaV)  activity  inhibition  by constitutive  growth  hormone  secretagogue  receptor  type  1a  (GHSR1a) activity depend on CaVβ auxiliary subunit? ,Cellular and Molecular Neurobiology ,2015
230,Alvaro Fernando Nieto Guil1°,P52.-Regulation  of  Neuronal  Developing  by  Growth  Factors:  “In  vivo” studies. ,Cellular and Molecular Neurobiology ,2015
231,Marta Nieto2°,P52.-Regulation  of  Neuronal  Developing  by  Growth  Factors:  “In  vivo” studies. ,Cellular and Molecular Neurobiology ,2015
232,Santiago Quiroga1°,P52.-Regulation  of  Neuronal  Developing  by  Growth  Factors:  “In  vivo” studies. ,Cellular and Molecular Neurobiology ,2015
233,Fabián Nishida1°,P53.-Intermediate filament expression in the cervical spinal cord of rats after intraparenchymal injection of kainic acid ,Cellular and Molecular Neurobiology ,2015
234,Susana Sisti1°4°,P53.-Intermediate filament expression in the cervical spinal cord of rats after intraparenchymal injection of kainic acid ,Cellular and Molecular Neurobiology ,2015
235,Carolina Natalia Zanuzzi1°2°3°,P53.-Intermediate filament expression in the cervical spinal cord of rats after intraparenchymal injection of kainic acid ,Cellular and Molecular Neurobiology ,2015
236,Claudio Gustavo Barbeito1°2°3°,P53.-Intermediate filament expression in the cervical spinal cord of rats after intraparenchymal injection of kainic acid ,Cellular and Molecular Neurobiology ,2015
237,Enrique Leo Portiansky1°3°,P53.-Intermediate filament expression in the cervical spinal cord of rats after intraparenchymal injection of kainic acid ,Cellular and Molecular Neurobiology ,2015
238,Mariana Oksdath Mansilla,P54.-The polarized transport of Syntaxin 6 mediated by KIF5C is essential for  the  exocytosis  of  IGF-1  receptor  and  establishment  of  neuronal polarity ,Cellular and Molecular Neurobiology ,2015
239,Santiago Quiroga,P54.-The polarized transport of Syntaxin 6 mediated by KIF5C is essential for  the  exocytosis  of  IGF-1  receptor  and  establishment  of  neuronal polarity ,Cellular and Molecular Neurobiology ,2015
240,Cindy  Lorena  Olmos  Carreño1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
241,Luciano  Fiore1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
242,Maria  Agustina  Scarafia1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
243,Juan  Guillermo Mahecha  Castañeda1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
244,Luana  Sader  Lima1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
245,Nestor  Carri2°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
246,Viviana  Sanchez1°,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
247,Gabriel,P55.-EphA4  activity  stimulates  retinal  stem  cells  proliferation  and regulates their sorting in vitro ,Cellular and Molecular Neurobiology ,2015
248,Anabela  Palandri1°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
249,Victoria  Rozés  Salvador1°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
250,Jose  Wojnacki1°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
251,Ana  Vivinetto1°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
252,Ronald Schnaar3°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
253,Pablo Lopez2°,P56.-Myelin-associated of motoneurons  during  early  postnatal  development  via  NgR/p75NTR receptor-mediated activation of RhoA signaling pathways ,Cellular and Molecular Neurobiology ,2015
254,Ernest Palomer2°,P57.-Constitutive  Hippocampal  Cholesterol  Loss  Underlies  Poor Cognition in Old Rodents: effect on receptor trafficking and in epigenetic mechanisms ,Cellular and Molecular Neurobiology ,2015
255,Carlos G Dotti 2°,P57.-Constitutive  Hippocampal  Cholesterol  Loss  Underlies  Poor Cognition in Old Rodents: effect on receptor trafficking and in epigenetic mechanisms ,Cellular and Molecular Neurobiology ,2015
256,Mauricio Martin1°,P57.-Constitutive  Hippocampal  Cholesterol  Loss  Underlies  Poor Cognition in Old Rodents: effect on receptor trafficking and in epigenetic mechanisms ,Cellular and Molecular Neurobiology ,2015
257,Gonzalo Miguel Piñero,P58.-Cross  talk  between  Bone  Marrow  Mononuclear  Cells  and  immune system cells in Peripheral Nervous System remyelination ,Cellular and Molecular Neurobiology ,2015
258,Paula Andrea Soto,P58.-Cross  talk  between  Bone  Marrow  Mononuclear  Cells  and  immune system cells in Peripheral Nervous System remyelination ,Cellular and Molecular Neurobiology ,2015
259,Vanina Usach,P58.-Cross  talk  between  Bone  Marrow  Mononuclear  Cells  and  immune system cells in Peripheral Nervous System remyelination ,Cellular and Molecular Neurobiology ,2015
260,Daniela Genaro,P58.-Cross  talk  between  Bone  Marrow  Mononuclear  Cells  and  immune system cells in Peripheral Nervous System remyelination ,Cellular and Molecular Neurobiology ,2015
261,Patricia Setton-Avruj,P58.-Cross  talk  between  Bone  Marrow  Mononuclear  Cells  and  immune system cells in Peripheral Nervous System remyelination ,Cellular and Molecular Neurobiology ,2015
262,Carlos  Javier  Pomilio1°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
263,Roxana  Mayra  Gorojod2°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
264,María  Ángeles  Vinuesa1°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
265,Agustina Alaimo2°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
266,Evangelina  Aparicio1°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
267,María  Florencia  Todero1°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
268,Mónica  Lidia  Kotler2°,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
269,Juan,P59.-Astroglial  alterations  from  early  to  late  stages  in  a  model  of Alzheimer’s  disease:  evidence  of  autophagy  involvement  in  amyloid-  β internalization ,Cellular and Molecular Neurobiology ,2015
270,Maria Alejandra Prost1°,P60.-Optogenetic  corticostriatal  circuit  modulation:  validation  of  a  new lentiviral vector carrying channelrhodopsin-2 ,Cellular and Molecular Neurobiology ,2015
271,Cecilia Tubert2°,P60.-Optogenetic  corticostriatal  circuit  modulation:  validation  of  a  new lentiviral vector carrying channelrhodopsin-2 ,Cellular and Molecular Neurobiology ,2015
272,Mario Gustavo Murer2°,P60.-Optogenetic  corticostriatal  circuit  modulation:  validation  of  a  new lentiviral vector carrying channelrhodopsin-2 ,Cellular and Molecular Neurobiology ,2015
273,Maria Elena Avale1°,P60.-Optogenetic  corticostriatal  circuit  modulation:  validation  of  a  new lentiviral vector carrying channelrhodopsin-2 ,Cellular and Molecular Neurobiology ,2015
274,Héctor Ramiro Quintá1°,P61.-Three-dimensional  reconstruction  of  degenerated  corticospinal tracts from TDP-43 transgenic mice using clearing technique ,Cellular and Molecular Neurobiology ,2015
275,Pablo Roberto Silva2°,P61.-Three-dimensional  reconstruction  of  degenerated  corticospinal tracts from TDP-43 transgenic mice using clearing technique ,Cellular and Molecular Neurobiology ,2015
276,Juana Maria Pasquini1°,P61.-Three-dimensional  reconstruction  of  degenerated  corticospinal tracts from TDP-43 transgenic mice using clearing technique ,Cellular and Molecular Neurobiology ,2015
277,Lionel Muller Igaz2°,P61.-Three-dimensional  reconstruction  of  degenerated  corticospinal tracts from TDP-43 transgenic mice using clearing technique ,Cellular and Molecular Neurobiology ,2015
278,Mariana  Rinaldi1°,P62.-Galectin-1 circumvents lysolecithin-induced demyelination through the modulation of microglial polarization and phagocytosis ,Cellular and Molecular Neurobiology ,2015
279,Patricia  Mathieu1°,P62.-Galectin-1 circumvents lysolecithin-induced demyelination through the modulation of microglial polarization and phagocytosis ,Cellular and Molecular Neurobiology ,2015
280,Juana  Pasquini1°,P62.-Galectin-1 circumvents lysolecithin-induced demyelination through the modulation of microglial polarization and phagocytosis ,Cellular and Molecular Neurobiology ,2015
281,Gabriel  Rabinovich2°,P62.-Galectin-1 circumvents lysolecithin-induced demyelination through the modulation of microglial polarization and phagocytosis ,Cellular and Molecular Neurobiology ,2015
282,Laura  A. Pasquini1°,P62.-Galectin-1 circumvents lysolecithin-induced demyelination through the modulation of microglial polarization and phagocytosis ,Cellular and Molecular Neurobiology ,2015
283,Stéphanie  Rivière,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
284,Verónica  Campanille,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
285,G.  Ezequiel  Saraceno,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
286,Tamara  Logica,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
287,Rodolfo Kölliker,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
288,Francisco Capani,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
289,Rocío Castilla,P63.-Long Lasting Cerebellar Alterations After Perinatal Asphyxia In Rats ,Cellular and Molecular Neurobiology ,2015
290,Gerardo Rosciszewski,"P64.-Toll-like receptors TLR2, TLR4 and the DAMP HMGB-1 are involved in reactive gliosis and neuronal survival ",Cellular and Molecular Neurobiology ,2015
291,Jeronimo Lukin,"P64.-Toll-like receptors TLR2, TLR4 and the DAMP HMGB-1 are involved in reactive gliosis and neuronal survival ",Cellular and Molecular Neurobiology ,2015
292,Vanesa Cadena,"P64.-Toll-like receptors TLR2, TLR4 and the DAMP HMGB-1 are involved in reactive gliosis and neuronal survival ",Cellular and Molecular Neurobiology ,2015
293,Veronica Murta,"P64.-Toll-like receptors TLR2, TLR4 and the DAMP HMGB-1 are involved in reactive gliosis and neuronal survival ",Cellular and Molecular Neurobiology ,2015
294,Javier Ramos,"P64.-Toll-like receptors TLR2, TLR4 and the DAMP HMGB-1 are involved in reactive gliosis and neuronal survival ",Cellular and Molecular Neurobiology ,2015
295,Victoria  Rozés  Salvador1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
296,Florencia  Heredia1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
297,Andrés  Berardo1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
298,Anabela  Palandri1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
299,Jose Wojnacki1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
300,Ana Vivinetto1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
301,Kazim A. Sheikh3°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
302,Alfredo Cáceres1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
303,Pablo H. H. López1°,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
304,Pablo,P65.-Guillain  Barré  Syndrome-associated  anti-glycan  antibodies  halt axon  regeneration  by  inhibiting  microtubule  assembly  via  RhoA-ROCK-dependent inactivation of CRMP-2 ,Cellular and Molecular Neurobiology ,2015
305,Julieta Saba,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
306,Delia Ramirez,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
307,Lila Carniglia,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
308,Daniela Durand,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
309,Mercedes Lasaga,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
310,Carla Caruso,P66.-Brain-derived  neurotrophic  factor  protects  astrocytes  from  cell death ,Cellular and Molecular Neurobiology ,2015
311,Trinidad  MM  Saez1°  2°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
312,Gabriela  M  Otero1°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
313,Gonzalo  Oubiña2°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
314,Lucas  E  Cromberg1°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
315,Matías Alloatti1°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
316,Victorio M Pozo Devoto1°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
317,Diego Gelman1°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
318,Tomás L Falzone1° 2°,P67.-Relevance of axonal transport in the developing brain: a forgotten road in growth and axonal guidance ,Cellular and Molecular Neurobiology ,2015
319,Alvaro San Martín,P68.-Opposite cues contained in spaced stimuli provide precision in the magnitude of the structural synaptic plasticity ,Cellular and Molecular Neurobiology ,2015
320,Mario Rafael Pagani,P68.-Opposite cues contained in spaced stimuli provide precision in the magnitude of the structural synaptic plasticity ,Cellular and Molecular Neurobiology ,2015
321,Micaela Sartoretti,P69.-Control of Neurogenic vs Astrogliogenic Fate in A Restricted Spinal Cord Progenitor Domain ,Cellular and Molecular Neurobiology ,2015
322,Guillermo Lanuza,P69.-Control of Neurogenic vs Astrogliogenic Fate in A Restricted Spinal Cord Progenitor Domain ,Cellular and Molecular Neurobiology ,2015
323,Paula  Andrea  Soto1°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
324,María  Carolina  Souza2°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
325,Vanina  Usach1°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
326,Gonzalo  Piñero1°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
327,Camila Zaslavsky1°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
328,Katherine Texeira de Carvalho2°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
329,Patricia Setton-Avruj1°,P70.-Bone  marrow  and  adipose  tissue  mesenchymal  stem  cells:  two ways to promote neuroregeneration in the peripheral nervous system ,Cellular and Molecular Neurobiology ,2015
330,Juan  Matias  Stopiello1°,P71.-A  nervous  system  enhancer  underwent  accelerated  evolution  in primates  and  shows  heterochrony  during  brain  development in transgenic mice ,Cellular and Molecular Neurobiology ,2015
331,Rodrigo  López-Leal2°,P71.-A  nervous  system  enhancer  underwent  accelerated  evolution  in primates  and  shows  heterochrony  during  brain  development in transgenic mice ,Cellular and Molecular Neurobiology ,2015
332,Marcelo  Rubinstein1°,P71.-A  nervous  system  enhancer  underwent  accelerated  evolution  in primates  and  shows  heterochrony  during  brain  development in transgenic mice ,Cellular and Molecular Neurobiology ,2015
