,autor,titulo,tema
0,Alvaro San Martín1°,P52.-The small G-protein RAS modulates olfactory memory and synaptic plasticity  of neuromuscular junction in Drosophila,Cellular and Molecular Neurobiology
0, Sergio E. Lew2°,P52.-The small G-protein RAS modulates olfactory memory and synaptic plasticity  of neuromuscular junction in Drosophila,Cellular and Molecular Neurobiology
0, Mario R. Pagani1°,P52.-The small G-protein RAS modulates olfactory memory and synaptic plasticity  of neuromuscular junction in Drosophila,Cellular and Molecular Neurobiology
0,María Micaela Sartoretti,P53.-Astrocyte Heterogeneity Derived from a Single Spinal Cord Progenitor Domain,Cellular and Molecular Neurobiology
0, Alejandra Abdala,P53.-Astrocyte Heterogeneity Derived from a Single Spinal Cord Progenitor Domain,Cellular and Molecular Neurobiology
0, Guillermo Lanuza,P53.-Astrocyte Heterogeneity Derived from a Single Spinal Cord Progenitor Domain,Cellular and Molecular Neurobiology
0,Manuel Soliño,P54.-PEDF expression in normal and illuminated rat retina,Cellular and Molecular Neurobiology
0, Ester María López,P54.-PEDF expression in normal and illuminated rat retina,Cellular and Molecular Neurobiology
0, Noelí Martignone,P54.-PEDF expression in normal and illuminated rat retina,Cellular and Molecular Neurobiology
0, Elena Girardi,P54.-PEDF expression in normal and illuminated rat retina,Cellular and Molecular Neurobiology
0, Juan José López-Costa ,P54.-PEDF expression in normal and illuminated rat retina,Cellular and Molecular Neurobiology
0,Guillermo Federico Spitzmaul1°,P55.-Analysis of expression and function of voltage-activated potassium KCNQ  channels on mouse eye,Cellular and Molecular Neurobiology
0, Olga Lorena German1°,P55.-Analysis of expression and function of voltage-activated potassium KCNQ  channels on mouse eye,Cellular and Molecular Neurobiology
0, Thomas Jentsch2° 3°,P55.-Analysis of expression and function of voltage-activated potassium KCNQ  channels on mouse eye,Cellular and Molecular Neurobiology
0,Karina Tome,P56.-Abolition of the Sex Difference in Ngn3 By Estradiol is Depending on Sex  Chromosome Complement,Cellular and Molecular Neurobiology
0, Carla Daniela Cisternas,P56.-Abolition of the Sex Difference in Ngn3 By Estradiol is Depending on Sex  Chromosome Complement,Cellular and Molecular Neurobiology
0, Maria Julia Scerbo,P56.-Abolition of the Sex Difference in Ngn3 By Estradiol is Depending on Sex  Chromosome Complement,Cellular and Molecular Neurobiology
0, Maria Julia Cambiasso,P56.-Abolition of the Sex Difference in Ngn3 By Estradiol is Depending on Sex  Chromosome Complement,Cellular and Molecular Neurobiology
0,Maria Soledad Alessandro,Messengers Downstream Protein-Kinase G,Chronobiology
0, Santiago Plano,Messengers Downstream Protein-Kinase G,Chronobiology
0, Diego Golombek,Messengers Downstream Protein-Kinase G,Chronobiology
0, Juan Jose Chiesa,Messengers Downstream Protein-Kinase G,Chronobiology
0,Esteban J. Beckwith,"P58.-SRm160, a splicing factor behind the clock",Chronobiology
0, Agustina P. Bertolin,"P58.-SRm160, a splicing factor behind the clock",Chronobiology
0, M. Fernanda Ceriani,"P58.-SRm160, a splicing factor behind the clock",Chronobiology
0, Marcelo Yanovsky,"P58.-SRm160, a splicing factor behind the clock",Chronobiology
0,Lucila Brocardo,P59.-Circadian Rhythmomas: Chronobiology of a Glioma Cell Line,Chronobiology
0, José Manuel Duhart,P59.-Circadian Rhythmomas: Chronobiology of a Glioma Cell Line,Chronobiology
0, Diego Andrés Golombek,P59.-Circadian Rhythmomas: Chronobiology of a Glioma Cell Line,Chronobiology
0, Luciano Marpegán ,P59.-Circadian Rhythmomas: Chronobiology of a Glioma Cell Line,Chronobiology
0,Ivana Leda Bussi1°,P60.-Dopamine signaling: the missing link between circadian and interval timing,Chronobiology
0, Gloria Levin2°,P60.-Dopamine signaling: the missing link between circadian and interval timing,Chronobiology
0, Diego Golombek1°,P60.-Dopamine signaling: the missing link between circadian and interval timing,Chronobiology
0, Patricia Agostino1°,P60.-Dopamine signaling: the missing link between circadian and interval timing,Chronobiology
0,Julieta Paola Aguggia,P61.-Influence of maternal experience on behavioral response to the maternal  separation stress in mother rats: Preliminary results,"Cognition, Behavior, and Memory"
0, Marta Suárez,P61.-Influence of maternal experience on behavioral response to the maternal  separation stress in mother rats: Preliminary results,"Cognition, Behavior, and Memory"
0, María Angélica Rivarola,P61.-Influence of maternal experience on behavioral response to the maternal  separation stress in mother rats: Preliminary results,"Cognition, Behavior, and Memory"
0,Joaquin Ais1°2°,P62.-The Metacognitive Abilities of Children and Adults,"Cognition, Behavior, and Memory"
0, Alejo Salles1°2°,P62.-The Metacognitive Abilities of Children and Adults,"Cognition, Behavior, and Memory"
0, Mariano Semelman2°,P62.-The Metacognitive Abilities of Children and Adults,"Cognition, Behavior, and Memory"
0, Mariano Sigman1°2°,P62.-The Metacognitive Abilities of Children and Adults,"Cognition, Behavior, and Memory"
0, Cecilia Calero1°2°,P62.-The Metacognitive Abilities of Children and Adults,"Cognition, Behavior, and Memory"
0,Joaquín Matías Alfei1°,P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,"Cognition, Behavior, and Memory"
0, Roque Ignacio Ferrer Monti1°,P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,"Cognition, Behavior, and Memory"
0, Adrián Marcelo Bueno1°,P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,"Cognition, Behavior, and Memory"
0, Gonzalo Pablo Urcelay2°,P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,"Cognition, Behavior, and Memory"
0,Julio Alfieri,P64.-Conditional overexpression of the neurodegenerative disease-related protein  TDP-43 leads to cognitive and social abnormalities in transgenic mice,"Cognition, Behavior, and Memory"
0, Lionel Muller Igaz,P64.-Conditional overexpression of the neurodegenerative disease-related protein  TDP-43 leads to cognitive and social abnormalities in transgenic mice,"Cognition, Behavior, and Memory"
0,Sabrina Bassi1°,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0, Nicolás Quiroz2°,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0, José Faccioli3°,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0, Cristina Besada4°,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0, Ricardo García Mónaco4°,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0, Carlos ,P65.-Is major depression a matter of size?,"Cognition, Behavior, and Memory"
0,Claudia Angelica Bonilla Escobar,P66.-The Effect of Palatable Solutions in the Memory Impairment Induced by Sleep  Deprivation in Rats,"Cognition, Behavior, and Memory"
0, Paula Ayako Tiba,P66.-The Effect of Palatable Solutions in the Memory Impairment Induced by Sleep  Deprivation in Rats,"Cognition, Behavior, and Memory"
0,dopamine dysfunctionMurer1°,P67.-Functional corticostriatal disconnection and behavioral exploitation- exploration imbalance emerge as intermediate phenotypes for a neonatal ,"Cognition, Behavior, and Memory"
0,Marcos Campolongo,P68.-Early social stimulation and the stress response in an animal model of autism,"Cognition, Behavior, and Memory"
0, Nadia Kazlauskas,P68.-Early social stimulation and the stress response in an animal model of autism,"Cognition, Behavior, and Memory"
0, Amaicha Depino,P68.-Early social stimulation and the stress response in an animal model of autism,"Cognition, Behavior, and Memory"
0,Verónica Cattaneo1°,P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,"Cognition, Behavior, and Memory"
0, Sergio Lew2°,P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,"Cognition, Behavior, and Memory"
0, Mario Rafael Pagani1°,P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,"Cognition, Behavior, and Memory"
0,Santiago Cuesta,P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,"Cognition, Behavior, and Memory"
0, Alejandrina Funes,P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,"Cognition, Behavior, and Memory"
0, Silvana B. Rosso,P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,"Cognition, Behavior, and Memory"
0, Alejandra M,P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,"Cognition, Behavior, and Memory"
0, Pacchioni,P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,"Cognition, Behavior, and Memory"
0,Fabrizio Damicelli,P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,"Cognition, Behavior, and Memory"
0, Marcelo Giachero,P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,"Cognition, Behavior, and Memory"
0, Victor A. Molina,P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,"Cognition, Behavior, and Memory"
0, Gastón D. Calfa ,P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,"Cognition, Behavior, and Memory"
0,Animals,"P72.-Effect of Intra-Core, but Not Intra-Shell, mGlu I Antagonist Administration  in Restraint Stress-Induced Reinstatement on Extinguished Cocaine-Conditioned ","Cognition, Behavior, and Memory"
0,Noel Federman1°,P73.-Involvement of δCamkII protein in persistent forms of memory,"Cognition, Behavior, and Memory"
0, Gisela Zalcman2°,P73.-Involvement of δCamkII protein in persistent forms of memory,"Cognition, Behavior, and Memory"
0, Ana Fiszbein3°,P73.-Involvement of δCamkII protein in persistent forms of memory,"Cognition, Behavior, and Memory"
0, Arturo Romano2°,P73.-Involvement of δCamkII protein in persistent forms of memory,"Cognition, Behavior, and Memory"
0,Roque Ignacio Ferrer Monti,P74.-Sex differences in human reconsolidation of episodic memories,"Cognition, Behavior, and Memory"
0, Matias Alfonso,P74.-Sex differences in human reconsolidation of episodic memories,"Cognition, Behavior, and Memory"
0, Flavia Soledad Galaverna,P74.-Sex differences in human reconsolidation of episodic memories,"Cognition, Behavior, and Memory"
0, Adrián Marcelo Bueno  ,P74.-Sex differences in human reconsolidation of episodic memories,"Cognition, Behavior, and Memory"
0,Roque Ignacio Ferrer Monti1°,P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,"Cognition, Behavior, and Memory"
0, Joaquín Matías Alfei1°,P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,"Cognition, Behavior, and Memory"
0, Adrián Marcelo Bueno1°,P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,"Cognition, Behavior, and Memory"
0, Victor Alejandro Molina2°,P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,"Cognition, Behavior, and Memory"
0,Francisco Gallo1°,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0, Facundo Morici1°,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0, Magdalena Miranda2°,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0, Michael  C. Anderson3°,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0, Pedro Bekinschtein2°,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0, ,P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,"Cognition, Behavior, and Memory"
0,Sebastián García1°,P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,"Cognition, Behavior, and Memory"
0, Federico Nanfaro1°,P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,"Cognition, Behavior, and Memory"
0, Agustin Agasso2°,P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,"Cognition, Behavior, and Memory"
0, Ricardo Cabrera2°,P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,"Cognition, Behavior, and Memory"
0, Roberto Yunes1°,P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,"Cognition, Behavior, and Memory"
0,MS Ghersi1°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, LA Gabach1°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, F Buteler1°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, AA Vilcaes2°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, MA Carpio2°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, HB Schiöth 3°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, MF Perez1°,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0, SR de ,P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,"Cognition, Behavior, and Memory"
0,Amygdala Complex,P79.-The promoting influence of stress on hippocampal structural plasticity and  on fear memory is modulated by GABAergic signaling within the Basolateral ,"Cognition, Behavior, and Memory"
0,Octavio Gianatiempo,P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,"Cognition, Behavior, and Memory"
0, Laura Belluscio,P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,"Cognition, Behavior, and Memory"
0, Nadina Ferroni,P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,"Cognition, Behavior, and Memory"
0, Eduardo Cánepa,P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,"Cognition, Behavior, and Memory"
0, Silvina Sonzogni ,P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,"Cognition, Behavior, and Memory"
0,Larisa Guttlein1°,P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,"Cognition, Behavior, and Memory"
0, Milagros Méndez Ubach3°,P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,"Cognition, Behavior, and Memory"
0, Paula Abate2°,P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,"Cognition, Behavior, and Memory"
0,Maria Krawczyk1°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0, Mariana Feld2°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0, Nicolas Navarro1°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0, Carlos Baratti1°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0, Mariano Blake1°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0, Mariano Boccia1°,P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,"Cognition, Behavior, and Memory"
0,prediction error in the crab Neohelice granulata,P83.-Studing the function of the reconsolidation process: Analysis of the  reactivation of the Contextual Pavlovian Conditioning memory triggered by the ,"Cognition, Behavior, and Memory"
0,Anabel M. M. Miguelez Fernández1°,P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,"Cognition, Behavior, and Memory"
0, Ariel Burman2°,P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,"Cognition, Behavior, and Memory"
0, Alfredo I. Martínez Cáceres2°,P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,"Cognition, Behavior, and Memory"
0, B. Silvano Zanutto1°,P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,"Cognition, Behavior, and Memory"
0, ,P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,"Cognition, Behavior, and Memory"
0,Sonia Jazmín Molina1°,"P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age","Cognition, Behavior, and Memory"
0, Madeleine Saint-Martin1°,"P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age","Cognition, Behavior, and Memory"
0, Francisco Capani2°,"P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age","Cognition, Behavior, and Memory"
0, Laura Ruth Guelman1°,"P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age","Cognition, Behavior, and Memory"
0,Juan Facundo Morici1°,P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,"Cognition, Behavior, and Memory"
0, Francisco Gallo1°,P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,"Cognition, Behavior, and Memory"
0, Magdalena Miranda2°,P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,"Cognition, Behavior, and Memory"
0, Pedro Bekinschtein2°,P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,"Cognition, Behavior, and Memory"
0, Noelia ,P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,"Cognition, Behavior, and Memory"
0,Nicolás Navarro,P87.-Assessment of memory extinction of an inhibitory avoidance task,"Cognition, Behavior, and Memory"
0, María Krawczyk,P87.-Assessment of memory extinction of an inhibitory avoidance task,"Cognition, Behavior, and Memory"
0, Carlos Baratti,P87.-Assessment of memory extinction of an inhibitory avoidance task,"Cognition, Behavior, and Memory"
0, Mariano Boccia,P87.-Assessment of memory extinction of an inhibitory avoidance task,"Cognition, Behavior, and Memory"
0, Mariano Blake ,P87.-Assessment of memory extinction of an inhibitory avoidance task,"Cognition, Behavior, and Memory"
0,Vanesa Ortiz,P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,"Cognition, Behavior, and Memory"
0, Victor Alejandro Molina,P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,"Cognition, Behavior, and Memory"
0, Irene Delia Martijena ,P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,"Cognition, Behavior, and Memory"
0,Marcelo Eduardo Piñeyro2°,P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,"Cognition, Behavior, and Memory"
0, Roque Ignacio Ferrer Monti2°,P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,"Cognition, Behavior, and Memory"
0, Hugo Díaz1°,P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,"Cognition, Behavior, and Memory"
0, Victor Alejandro Molina1°,P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,"Cognition, Behavior, and Memory"
0, Silvia ,P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,"Cognition, Behavior, and Memory"
0,Maria Eugenia Tomasella,P90.-Cortical interneuron impaired function and psychiatric diseases.,"Cognition, Behavior, and Memory"
0, Maria Lucila Bechelli,P90.-Cortical interneuron impaired function and psychiatric diseases.,"Cognition, Behavior, and Memory"
0, Diego Matias Gelman ,P90.-Cortical interneuron impaired function and psychiatric diseases.,"Cognition, Behavior, and Memory"
0,Julián N. Acosta1°,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0, Nicolás H. Quiroz1°,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0, Lucas D. Costa1°,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0, Guido B. Guzman1°,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0, Juan M. Caputo1°,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0, Javier I. ,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,Computational Neuroscience
0,Germán C. Dima,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,Computational Neuroscience
0, Matías A. Goldin,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,Computational Neuroscience
0, Gabriel B. Mindlin ,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,Computational Neuroscience
0,Facundo Adrián Lucianna1°2°,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,Computational Neuroscience
0, Fernando Daniel Farfán1°2°,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,Computational Neuroscience
0, Ana Lía Albarracín1°2°3°,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,Computational Neuroscience
0, Gabriel Alfredo Ruiz2°,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,Computational Neuroscience
0, ,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,Computational Neuroscience
0,Diego Martín Mateos1°,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,Computational Neuroscience
0, Juan Manuel Diaz2°,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,Computational Neuroscience
0, Pedro Walter Lamberti1°3°,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,Computational Neuroscience
0,Alvaro Gabriel Pizá1°,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,Computational Neuroscience
0, Fernando Daniel Farfán1°,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,Computational Neuroscience
0, Ana  Lía Albarracín1°2°3°,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,Computational Neuroscience
0, Gabriel  Alfredo Ruiz2°,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,Computational Neuroscience
0, ,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,Computational Neuroscience
0,Jorge Humberto Soletta1°,P96.- From bipolar to unipolar recordings,Computational Neuroscience
0, Fernando D Farfán1°,P96.- From bipolar to unipolar recordings,Computational Neuroscience
0, Ana L. Albarracín1°2°3°,P96.- From bipolar to unipolar recordings,Computational Neuroscience
0, Gabriel A. Ruiz2°,P96.- From bipolar to unipolar recordings,Computational Neuroscience
0, Carmelo J. ,P96.- From bipolar to unipolar recordings,Computational Neuroscience
0,Rodrigo Alonso,P97.-Selective neurons in the nucleus HVC of the domestic canary,Computational Neuroscience
0, Ana Amador,P97.-Selective neurons in the nucleus HVC of the domestic canary,Computational Neuroscience
0, Gabriel B. Mindlin ,P97.-Selective neurons in the nucleus HVC of the domestic canary,Computational Neuroscience
0,Santiago Boari,P98.-Experimental validation of a minimal model for birdsong production,Computational Neuroscience
0, Yonatan Sanz Perl,P98.-Experimental validation of a minimal model for birdsong production,Computational Neuroscience
0, Ana Amador,P98.-Experimental validation of a minimal model for birdsong production,Computational Neuroscience
0, Gabriel B. Mindlin  ,P98.-Experimental validation of a minimal model for birdsong production,Computational Neuroscience
0,Sonia Carolina Guerrero Prieto,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,Computational Neuroscience
0, João Carlos dos Santos Silva,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,Computational Neuroscience
0, Marcela Bermudez Echeverry ,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,Computational Neuroscience
0,Alan Taitz1°,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0, Walter Silva2°,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0, María del Carmen García3°,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0, Ezequiel Goldschmidt4°,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0, Marcos Trevisan1°,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0, ,P100.-Cortical Responses to Speech Production,Computational Neuroscience
0,Pablo Y. Teruya1°2°,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,Computational Neuroscience
0, Ramiro A. Guerrero4°,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,Computational Neuroscience
0, Álvaro G. Pizá1°2°,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,Computational Neuroscience
0, Ana L. Albarracín1°2°3°,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,Computational Neuroscience
0, Fernando D. ,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,Computational Neuroscience
0,Rodrigo J Álvarez,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,Computational Neuroscience
0, Camila L Zold,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,Computational Neuroscience
0, Juan E Belforte ,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,Computational Neuroscience
0,Victoria Andino Pavlovsky1°,P103.-Optical photorelease of dopamine in freely moving animals,Computational Neuroscience
0, Annie da Costa Souza2°,P103.-Optical photorelease of dopamine in freely moving animals,Computational Neuroscience
0, Sidarta Ribeiro2°,P103.-Optical photorelease of dopamine in freely moving animals,Computational Neuroscience
0, Roberto Etchenique1°,P103.-Optical photorelease of dopamine in freely moving animals,Computational Neuroscience
0,María Paula Cornejo,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,Computational Neuroscience
0, Agustina Cabral,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,Computational Neuroscience
0, Pablo Nicolás De Francesco,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,Computational Neuroscience
0, Gimena Fernández,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,Computational Neuroscience
0, Spring ,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,Computational Neuroscience
0,Spring Valdivia,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,Computational Neuroscience
0, María Paula Cornejo,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,Computational Neuroscience
0, Pablo Nicolás De Francesco,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,Computational Neuroscience
0, Guadalupe García Romero,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,Computational Neuroscience
