,score,match,messy,original,id,index,Partial Token Set,Partial Ratio,Token Sort,WRatio,Score Average
1547,1.06,samuel amaral,samuel cockey, Samuel Cockey2,64780,64777,100,54,54,60,56.0
1548,0.97,roberto rossi,rocio bertossi, Rocio Bertossi1,98329,98323,69,69,67,74,70.0
1549,0.71,esteban juan fiore,esteban j fiore, Esteban J Fiore3,60983,60980,100,80,91,91,87.333
1550,0.0,romina sierra,"romina 
sierra"," Romina 
Sierra1",26838,26837,100,92,100,96,96.0
1551,0.72,guillermo daniel mazzolini,guillermo d mazzolini, Guillermo D Mazzolini3,13379,13378,100,76,89,90,85.0
1552,0.82,ricardo jorge baquero,jorge b aquino, Jorge B Aquino1 ,42748,42745,100,81,57,86,74.667
1553,0.0,candela medina,candela medina,Candela Medina1,59752,59749,100,100,100,100,100.0
1554,0.0,veronica de la fuente,veronica de la fuente, Verónica de la Fuente1,75146,75142,100,100,100,100,100.0
1555,0.98,mara solange medori,mara medori,Mara Medori1,60071,60068,100,73,73,86,77.333
1556,1.1,maria celeste ruete,luisa renee teruel, Luisa Renee Teruel1,11224,11223,46,56,43,54,51.0
1557,0.85,cindy lorena olmos carreno,"cindy olmos 
carreno"," Cindy Olmos 
Carreño1",60047,60044,100,77,84,95,85.333
1558,0.0,luciano fiore,luciano fiore, Luciano Fiore1,35024,35022,100,100,100,100,100.0
1559,0.89,yamila azul molinari,yamila molinari,Yamila Molinari1,57171,57168,100,73,86,95,84.667
1560,0.8,matias arturo pibuel,matias pibuel, Matías Pibuel2,9723,9722,100,69,79,86,78.0
1561,0.65,sofia poodts,daniela poodts, Daniela Poodts2,109628,101606,100,75,46,69,63.333
1562,0.0,mariangeles diaz,mariangeles diaz, Mariangeles Díaz2,9752,9751,100,100,100,100,100.0
1563,0.47,silvina laura lompardia,"silvina 
lompardia"," Silvina 
Lompardía2",10512,10511,100,67,85,95,82.333
1564,0.0,lucas silvestroff,lucas silvestroff, Lucas Silvestroff1,7136,7135,100,100,100,100,100.0
1565,0.64,paula gabriela franco,paula franco, Paula Franco1 ,7078,7077,100,75,73,86,78.0
1566,0.97,lorena paola neila,lorena p neila,Lorena P Neila1,98294,98288,100,71,88,88,82.333
1567,0.9,silvana beatriz rosso,silvana b. rosso, Silvana B. Rosso1 ,4819,4818,100,62,83,88,77.667
1568,0.82,felipe antonio lescano,felipe antonio olave,Felipe Antonio Olave1,53151,53148,100,85,81,81,82.333
1569,0.95,felipe ignacio tucca diaz,felipe ignacio aguayo, Felipe Ignacio Aguayo1,93013,93008,100,81,70,76,75.667
1570,1.06,sebastian alejo romano,luciano roman-albasini, Luciano Roman-Albasini1,60866,60863,44,45,41,45,43.667
1571,1.05,jorge antonio corro,"wladimir 
antonio corrales"," Wladimir 
Antonio Corrales1",63019,63016,100,74,64,62,66.667
1572,1.15,mary lucy franchinotti,jenny lucy fiedler, Jenny Lucy Fiedler1 ,125941,109189,100,50,45,48,47.667
1573,0.91,enzo nicolas ovejero,milagros ovejero,Milagros Ovejero1,122320,105568,100,75,67,67,69.667
1574,0.78,laura micaela gastaldi,laura gastaldi, Laura Gastaldi3,5285,5284,100,79,78,86,81.0
1575,0.44,maria monica remedi,monica remedi, Monica Remedi1,7020,7019,100,100,81,95,92.0
1576,0.0,mariano bisbal,"mariano 
bisbal"," Mariano 
Bisbal1",2646,2645,100,93,100,97,96.667
1577,0.0,alfredo caceres,alfredo caceres, Alfredo Caceres1,7031,7030,100,100,100,100,100.0
1578,0.64,agustin anastasia gonzalez,"agustin 
anastasia"," Agustin 
Anastasia1",35968,35966,100,94,79,95,89.333
1579,0.0,anabela palandri,anabela palandri,Anabela Palandri1,109073,101563,100,100,100,100,100.0
1580,0.0,jesica belen flores martin,jesica belen flores martin, Jesica Belen Flores Martin1,27883,27881,100,100,100,100,100.0
1581,1.06,manuel takashi shibuya,"anna 
kashina"," Anna 
Kashina1",81924,81920,64,62,53,56,57.0
1582,0.81,marta elena hallak,marta hallak, Marta Hallak1,18595,18594,100,67,80,86,77.667
1583,0.0,mauricio raul galiano,mauricio raul galiano, Mauricio Raul Galiano1 ,22843,22842,100,100,100,100,100.0
1584,0.76,mayra florencia perotti,mayra perotti,Mayra Perotti1,92754,92750,100,69,72,86,75.667
1585,0.0,santiago quiroga,santiago quiroga, Santiago Quiroga1 ,7333,7332,100,100,100,100,100.0
1586,0.76,cintia yamila porcari,cintia porcari,Cintia Porcari1,26998,26997,100,71,80,86,79.0
1587,0.0,agustina macagno,agustina macagno, Agustina Macagno1,94240,94234,100,100,100,100,100.0
1588,0.83,mauro federico ramirez,mauro ramirez,Mauro Ramirez1,172700,118000,100,77,74,86,79.0
1589,0.0,araceli seiffe,araceli seiffe, Araceli Seiffe1,74938,74934,100,100,100,100,100.0
1590,0.0,sofia degiorgi,sofia degiorgi, Sofia Degiorgi1,172627,117931,100,100,100,100,100.0
1591,0.99,leandro joaquin ceballos,joaquin correia goncebatt, Joaquin Correia Goncebatt1,75637,75633,100,50,49,54,51.0
1592,0.6,amaicha mara depino,amaicha depino," 
Amaicha Depino1 ",4913,4912,100,79,85,95,86.333
1593,0.0,maximiliano nicolas rios,maximiliano nicolas rios,Maximiliano Nicolas Rios1,78363,78359,100,100,100,100,100.0
1594,0.0,natalia andrea marchese,natalia andrea marchese, Natalia Andrea Marchese1,18649,18648,100,100,100,100,100.0
1595,0.0,mario eduardo guido,mario eduardo guido, Mario Eduardo Guido1 ,2664,2663,100,100,100,100,100.0
1596,0.68,debora vanesa rodriguez,debora rodriguez,Debora Rodriguez1,59952,59949,100,75,82,95,84.0
1597,0.84,laura ivonne gomez pinto,laura gomez pinto, Laura Gómez Pinto1,59594,59591,100,71,83,95,83.0
1598,0.59,patricia andrea mathieu,patricia mathieu, Patricia Mathieu1,10799,10798,100,69,82,95,82.0
1599,0.82,ana maria adamo,ana m. adamo, Ana M. Adamo1 ,8029,8028,100,67,85,86,79.333
1600,0.0,maria sol rodriguez,maria sol rodriguez,María Sol Rodríguez1,13922,13921,100,100,100,100,100.0
1601,0.0,ivan fernandez bessone,ivan fernandez bessone, Iván Fernandez Bessone1,93779,93774,100,100,100,100,100.0
1602,0.88,maria navarro,jordi navarro, Jordi Navarro1,129437,112685,100,77,77,77,77.0
1603,0.87,maria sol sardin,"maria sol 
sargiotto"," María Sol 
Sargiotto1",11646,11645,100,88,80,78,82.0
1604,0.7,tomas luis falzone,tomas falzone, Tomás Falzone1,5036,5035,100,69,84,95,82.667
1605,0.86,maria soledad saez,trinidad saez, Trinidad Saez1 ,63417,63414,100,62,52,65,59.667
1606,1.05,federico guillermo rosbaco,maria e rosbaco,María E Rosbaco1,173879,119140,100,67,54,86,69.0
1607,0.64,cristina del rosario daneri becerra,cristina daneri-becerra, Cristina Daneri-Becerra1,90334,90330,100,74,79,86,79.667
1608,0.81,mario galigniana,mario d galigniana, Mario D Galigniana1,2545,2544,100,88,94,95,92.333
1609,0.0,ana belen ramos hryb,"ana belen 
ramos-hryb"," Ana Belén 
Ramos-Hryb1 ",118163,102730,100,90,100,98,96.0
1610,0.31,maria victoria rozes salvador,victoria rozes.salvador,Victoria Rozés.Salvador1,31541,31539,100,96,88,95,93.0
1611,0.64,carlos wilson rodriguez,carlos wilson, Carlos Wilson2,171712,117039,100,100,72,90,87.333
1612,0.88,pablo christian gonzalez,christian gonzalez-billault, Christian Gonzalez-Billault4,84137,84133,100,75,71,82,76.0
1613,0.88,maria cecilia coll,"cecilia 
conde"," Cecilia 
Conde1 ",173604,118875,100,77,65,66,69.333
1614,0.0,lucia salatino,lucia salatino,Lucia Salatino1,60535,60532,100,100,100,100,100.0
1615,0.61,libia catalina salinas castellanos,libia catalina castellanos,Libia Catalina Castellanos1,100784,100778,100,81,87,95,87.667
1616,0.79,rodolfo guillermo segatto,rodolfo gatto, Rodolfo Gatto2,50736,50733,100,69,53,86,69.333
1617,0.0,carina weissmann,"carina 
weissmann"," Carina 
Weissmann1 ",10861,10860,100,94,100,97,97.0
1618,0.0,rocio schumacher,rocio schumacher,Rocio Schumacher1,74523,74519,100,100,100,100,100.0
1619,0.43,maria florencia rossetti,florencia rossetti, Florencia Rossetti1,19493,19492,100,100,86,95,93.667
1620,0.77,gisela paola lazzarino,gisela lazarino, Gisela Lazarino1,57562,57559,100,73,81,81,78.333
1621,0.39,maria florencia acutain,florencia acutain, Florencia Acutain2,57981,57978,100,100,85,95,93.333
1622,0.49,guillermina canesini,canesini guillermina," 
Canesini Guillermina1",20097,20096,100,55,100,95,83.333
1623,0.91,jorge nicolas cabrera,fabre nicolas, Fabre Nicolas1,144393,114821,100,77,71,86,78.0
1624,0.58,cora stoker,stoker cora, Stoker Cora1,10669,10668,100,55,100,95,83.333
1625,0.49,maria josefina carrio,josefina carrio, Josefina Carrio3,8448,8447,100,100,83,95,92.667
1626,0.42,maria florencia andreoli,"florencia 
andreoli"," Florencia 
Andreoli4",3367,3366,100,97,86,95,92.667
1627,0.65,jorge guillermo ramos,guillermo ramos, Guillermo Ramos1 ,11830,11829,100,100,83,95,92.667
1628,0.0,pablo silva,pablo silva,Pablo Silva1,60683,60680,100,100,100,100,100.0
1629,0.79,gabriela veronica nieva,gabriela nieva, Gabriela Nieva1,60600,60597,100,71,76,86,77.667
1630,0.94,lionel ivan muller igaz,lionel muller, Lionel Muller1 ,11905,11904,100,77,72,86,78.333
1631,0.64,pablo silva,juan pablo silva,Juan Pablo Silva1,60683,60680,100,100,81,95,92.0
1632,1.04,gonzalo carlos bravo,macarena tejos-bravo, Macarena Tejos-Bravo1,21795,21794,100,55,60,60,58.333
1633,1.03,felipe inserra,"felipe i. 
aguayo"," Felipe I. 
Aguayo1",80610,80606,100,64,55,58,59.0
1634,0.94,felipe alonso,felipe  a. olave, Felipe  A. Olave1,1512,1511,100,69,59,64,64.0
1635,1.11,alejandro orlowski,john a. cidlowski, John A. Cidlowski3,24451,24450,50,55,47,51,51.0
1636,0.96,noemi coutinho coutinho,"vinicius 
maracaja-coutinho"," Vinicius 
Maracaja-Coutinho2",124174,107422,100,48,53,69,56.667
1637,0.0,florencia martina soler garcia,florencia martina soler garcia,Florencia Martina Soler Garcia1,74634,74630,100,100,100,100,100.0
1638,0.0,susana ines sanchez,susana ines sanchez, Susana Inés Sanchez1,38248,38246,100,100,100,100,100.0
1639,1.15,frank sznaider,frank schweda, Frank Schweda2,65423,65419,100,62,59,59,60.0
1640,0.0,lucia beatriz fuentes,"lucia 
beatriz fuentes"," Lucia 
Beatriz Fuentes1 ",20739,20738,100,95,100,98,97.667
1641,0.88,camila sala,camila sosa,Camila Sosa1,79803,79799,100,82,82,82,82.0
1642,0.75,lucas ezequiel cabrera zapata,lucas e. cabrera zapata, Lucas E. Cabrera Zapata1,25653,25652,100,74,86,90,83.333
1643,0.88,carla daniela cisternas,carla d. cisternas, Carla D. Cisternas1,9949,9948,100,72,85,89,82.0
1644,0.0,maria julia cambiasso,"maria julia 
cambiasso"," María Julia 
Cambiasso2 ",7366,7365,100,95,100,98,97.667
1645,0.0,paula andrea soto,paula andrea soto,Paula Andrea Soto1,59871,59868,100,100,100,100,100.0
1646,0.74,gonzalo pingaro,gonzalo pinero, Gonzalo Piñero1,47261,47258,100,86,90,90,88.667
1647,0.58,marcela beatriz fernandez van raap,"marcela b fernandez van 
raap"," Marcela B Fernández van 
Raap2",7940,7939,100,79,90,91,86.667
1648,0.55,paula virginia subirada caldarone,paula virginia subirada,Paula Virginia Subirada1,17862,17861,100,100,82,95,92.333
1649,0.0,maria victoria vaglienti,maria victoria vaglienti, María Victoria Vaglienti1,113930,101954,100,100,100,100,100.0
1650,0.97,agustin filippi,agustin fierro, Agustín Fierro2,129730,112978,100,71,69,69,69.667
1651,0.4,maria alejandra jurado,"alejandra 
jurado"," Alejandra 
Jurado2",125165,108413,100,97,84,95,92.0
1652,0.76,neil a o'brien,paula o'brien, Paula O’Brien2,29939,29937,100,77,52,74,67.667
1653,0.89,maricarmen luna pinto,jose luna pinto, José Luna Pinto2,66125,66121,100,80,56,76,70.667
1654,0.0,maria cecilia sanchez,maria cecilia sanchez, María Cecilia Sánchez1,6799,6798,100,100,100,100,100.0
1655,0.64,agustin anastasia gonzalez,"agustin 
anastasia"," Agustín 
Anastasia3",35968,35966,100,94,79,95,89.333
1656,0.83,pablo barcelona,pablo federico barcelona, Pablo Federico Barcelona1 ,57728,57725,100,73,77,86,78.667
1657,0.54,liliana teresita tribbia,l. teresita tribbia,L. Teresita Tribbia1,163283,115951,100,89,86,89,88.0
1658,0.85,mariana bernardini,"maria a. 
bernardi"," María A. 
Bernardi2",85494,85490,88,83,82,83,82.667
1659,0.85,ricardo rene ferrari,juan e. ferrario, Juan E. Ferrario2,37677,37675,60,65,51,61,59.0
1660,0.93,emilia mabel gatto,"emilia m. 
gatto"," Emilia M. 
Gatto4",95672,95666,100,75,88,87,83.333
1661,0.91,gabriela fernanda marin,mariela fernanda trinchero,Mariela Fernanda Trinchero1,13933,13932,100,83,78,78,79.667
1662,0.0,alejandro fabian schinder,alejandro fabian schinder," 
Alejandro Fabián Schinder1 ",4212,4211,100,100,100,100,100.0
1663,1.03,cecilia alberti,cecilia tubert,Cecilia Tubert1,97435,97429,100,86,48,83,72.333
1664,0.92,rodrigo manuel paz,rodrigo m. paz, Rodrigo M. Paz1,77142,77138,100,71,84,87,80.667
1665,0.72,mario gustavo murer,m. gustavo murer, M. Gustavo Murer1 ,790,789,100,88,88,88,88.0
1666,0.0,maria victoria vaglienti,maria victoria vaglienti,María Victoria Vaglienti1,113930,101954,100,100,100,100,100.0
1667,0.55,paula virginia subirada caldarone,paula virginia subirada, Paula Virginia Subirada1,17862,17861,100,100,82,95,92.333
1668,0.0,maria constanza paz,maria constanza paz, María Constanza Paz1,20777,20776,100,100,100,100,100.0
1669,0.0,magali evelin ridano,"magali 
evelin ridano"," Magalí 
Evelin Ridano1",23056,23055,100,95,100,98,97.667
1670,0.83,pablo barcelona,pablo federico barcelona, Pablo Federico Barcelona1,57728,57725,100,73,77,86,78.667
1671,0.8,gustavo roberto bonacci,gustavo bonacci, Gustavo Bonacci1,15541,15540,100,67,79,86,77.333
1672,0.0,maria cecilia sanchez,"maria cecilia 
sanchez"," María Cecilia 
Sánchez1 ",6799,6798,100,95,100,98,97.667
1673,0.79,macarena valinas,macarena varela,Macarena Varela1,57540,57537,100,87,84,84,85.0
1674,0.55,zappala cecilia,cecilia zappala, Cecilia Zappala1,75631,75627,100,47,100,95,80.667
1675,0.0,sofia degiorgi,sofia degiorgi, Sofía Degiorgi1,172627,117931,100,100,100,100,100.0
1676,0.6,amaicha mara depino,"amaicha 
depino"," Amaicha 
Depino1 ",4913,4912,100,73,85,95,84.333
1677,0.0,vanina giselle velardo,vanina giselle velardo,Vanina Giselle Velardo1,59780,59777,100,100,100,100,100.0
1678,0.0,clara valentina berdasco,clara valentina berdasco, Clara Valentina Berdasco1,59840,59837,100,100,100,100,100.0
1679,0.0,fernando correa,fernando correa, Fernando Correa2,3632,3631,100,100,100,100,100.0
1680,0.92,adriana candia,"adriana 
cangelosi"," Adriana 
Cangelosi3",25521,25520,100,79,77,75,77.0
1681,0.0,patricia geoghegan,patricia geoghegan, Patricia Geoghegan,60823,60820,100,100,100,100,100.0
1682,0.0,jorge goldstein,jorge goldstein, Jorge Goldstein1 ,10135,10134,100,100,100,100,100.0
1683,0.95,sonia vanesa vera,marcela sonia vera,Marcela Sonia Vera1,49236,49233,100,61,57,76,64.667
1684,0.0,sofia stupniki,sofia stupniki, Sofía Stupniki1,60076,60073,100,100,100,100,100.0
1685,0.62,esteban pablo barila,estaban pablo barila, Estaban Pablo Barila1,73501,73497,100,95,95,95,95.0
1686,0.7,olga lorena german,"oiga lorena 
german"," OIga Lorena 
German2",19186,19185,100,89,94,92,91.667
1687,0.64,guillermo federico spitzmaul,guillermo spitzmaul, Guillermo Spitzmaul1,5367,5366,100,68,81,95,81.333
1688,0.0,alejandro villarreal,alejandro villarreal,Alejandro Villarreal1,38282,38280,100,100,100,100,100.0
1689,0.78,maria ines monteverde,matias monteverde, Matías Monteverde1,153357,115286,100,82,79,84,81.667
1690,1.0,camila davila,camila vidos, Camila Vidos1,121309,104557,100,75,72,72,73.0
1691,0.0,alberto javier ramos,alberto javier ramos," 
Alberto Javier Ramos1 ",12124,12123,100,100,100,100,100.0
1692,0.0,agustina zorgniotti,agustina zorgniotti,Agustina Zorgniotti1,76967,76963,100,100,100,100,100.0
1693,0.53,valentina filiberti,valentina filibertti, Valentina Filibertti1,164113,116069,100,95,97,97,96.333
1694,0.88,carlos arceri,carlos a. arce, Carlos A. Arce1,171052,116397,100,77,85,81,81.0
1695,0.86,carlos gaston bisig,"gaston 
c. bisig"," Gastón 
C. Bisig1 ",12435,12434,100,75,85,87,82.333
1696,0.59,zubillaga marlene,marlene zubillaga,marlene Zubillaga1,80336,80332,100,53,100,95,82.667
1697,0.76,diana rossi,diana rosa, Diana Rosa2,8292,8291,100,90,86,86,87.333
1698,0.0,mariana astiz,mariana astiz, Mariana Astiz3,22049,22048,100,100,100,100,100.0
1699,0.0,nathalie arnal,nathalie arnal, Nathalie Arnal4 ,6879,6878,100,100,100,100,100.0
1700,0.0,carlos leandro freites,carlos leandro freites,Carlos Leandro Freites1,79092,79088,100,100,100,100,100.0
1701,0.0,estela maris munoz,estela maris munoz, Estela Maris Muñoz1 ,19700,19699,100,100,100,100,100.0
1702,0.0,juan ignacio ispizua,juan ignacio ispizua,Juan Ignacio Ispizua1,55616,55613,100,100,100,100,100.0
1703,0.74,maria fernanda cano,maria fernanda ceriani, Maria Fernanda Ceriani1 ,37400,37398,100,84,88,88,86.667
1704,0.0,melisa malcolm,melisa malcolm,Melisa Malcolm1,147133,114968,100,100,100,100,100.0
1705,0.94,laura pena,gabriela laura pennazi, Gabriela Laura Pennazi1,97621,97615,100,90,62,86,79.333
1706,0.0,eduardo garbarino pico,eduardo garbarino pico, Eduardo Garbarino Pico1 ,3393,3392,100,100,100,100,100.0
1707,0.85,natalia maribel monjes,natalia m. monjes,Natalia M. Monjes1,78316,78312,100,65,84,88,79.0
1708,0.96,ignacio eguinoa,mario e. guido, Mario E. Guido1 ,28916,28914,54,67,64,62,64.333
1709,0.75,nestor omar ricciuti,ana ricciuti,Ana Ricciuti1,42658,42655,100,83,69,86,79.333
1710,0.92,nara ines muraro,nara i. muraro, Nara I. Muraro1 ,22508,22507,100,79,90,87,85.333
1711,0.0,sabrina carla riva,sabrina carla riva,Sabrina Carla Riva1,76128,76124,100,100,100,100,100.0
1712,1.02,lihue nadia gonzalez,lihuen adrian soria mercier, Lihuen Adrian Soria Mercier1,163514,115974,45,65,43,60,56.0
1713,0.7,sebastian luis risau gusman,sebastian risau gusman, Sebastian Risau Gusman1,11108,11107,100,77,90,95,87.333
1714,0.0,diana lorena franco,diana lorena franco," 
Diana Lorena Franco1 ",21624,21623,100,100,100,100,100.0
1715,0.96,ivana marina velazquez,giovanna velazquez-campos,Giovanna Velázquez-Campos1,128274,111522,100,73,68,68,69.667
1716,0.61,magdalena fernandez,magdalena fernandez-acosta, Magdalena Fernandez-Acosta1,16782,16781,100,100,84,95,93.0
1717,1.0,carolina fernanda caceres,"m. fernanda 
ceriani"," M. Fernanda 
Ceriani1 ",172364,117674,100,68,65,62,65.0
1718,0.0,paula micaela wagner,paula micaela wagner,Paula Micaela Wagner1,78309,78305,100,100,100,100,100.0
1719,0.88,cesar prucca,cesar german prucca, César Germán Prucca1,12931,12930,100,75,77,86,79.333
1720,0.0,fabiola noelia velazquez,fabiola noelia velazquez, Fabiola Noelia Velázquez1,12939,12938,100,100,100,100,100.0
1721,0.77,vivian beatriz caputo,beatriz caputto," 
Beatriz Caputto1",126642,109890,100,97,78,78,84.333
1722,1.04,leila ron,leila ameneiro,Leila Ameneiro1,60482,60479,100,67,43,86,65.333
1723,0.78,juan manuel arias,juan manuel aranibia,Juan Manuel Aranibia1,118307,102874,100,88,86,86,86.667
1724,0.0,maria beatriz bistue millon,maria beatriz bistue millon, Maria Beatriz Bistue Millón1,27088,27087,100,100,100,100,100.0
1725,0.91,jhon alejandro avila ramirez,ramiro avila, Ramiro Avila1,24018,24017,100,75,55,86,72.0
1726,0.69,diana bruno,"martin a 
bruno"," Martin A 
Bruno1 ",159000,115562,100,82,64,69,71.667
1727,1.05,ramiro avalos ribas,ramiro avlia,Ramiro Avlia1,80178,80174,100,83,65,86,78.0
1728,0.38,maria beatriz bistue millon,m beatriz bistue millon, M Beatriz Bistué Millón1,27088,27087,100,96,92,92,93.333
1729,0.72,juan arancibia,juan manuel arancibia, Juan Manuel Arancibia1,182468,127276,100,79,80,86,81.667
1730,0.69,diana bruno,martin a. bruno, Martín A. Bruno1 ,159000,115562,100,82,64,69,71.667
1731,0.83,juan pablo beloso,juan pablo beccaria,Juan Pablo Beccaria1,72065,72061,100,76,72,72,73.333
1732,0.72,mario gustavo murer,m gustavo murer, M Gustavo Murer1,790,789,100,93,88,88,89.667
1733,0.87,juan emilio belforte,juan e belforte, Juan E Belforte1 ,7258,7257,100,67,86,88,80.333
1734,0.87,lucia gargiulo,melisa riva gargiulo,Melisa Riva Gargiulo1,30011,30009,100,79,71,71,73.667
1735,0.67,fernando victor molina,victor molina, Victor Molina1,1647,1646,100,100,74,90,88.0
1736,0.0,crhistian luis bender,crhistian luis bender, Crhistian Luis Bender1 ,77471,77467,100,100,100,100,100.0
1737,0.0,maria angelica benitez,maria angelica benitez,María Angélica Benítez1,91694,91690,100,100,100,100,100.0
1738,0.62,veronika mariana diaz abrahan,veronika diaz abrahan, Verónika Diaz Abrahan1,26498,26497,100,76,84,95,85.0
1739,0.0,nadia justel,nadia justel, Nadia Justel1,7003,7002,100,100,100,100,100.0
1740,0.85,matias bonansea,matias bonilla,Matias Bonilla1,36731,36729,100,79,76,76,77.0
1741,0.91,malen daiana moyano,malen d moyano, Malen D Moyano1,75443,75439,100,64,85,87,78.667
1742,0.0,laura kaczer,laura kaczer, Laura Kaczer3,2950,2949,100,100,100,100,100.0
1743,0.55,luis ignacio brusco,ignacio brusco, Ignacio Brusco2,64639,64636,100,100,85,95,93.333
1744,0.54,sara silvia kochen kochen,"silvia 
kochen"," Silvia 
Kochen1",13739,13738,100,93,68,86,82.333
1745,0.66,maximiliano bossolasco,maximiliano bossio,Maximiliano Bossio1,183071,127841,100,94,85,85,88.0
1746,1.01,gustavo pablo budino,pablo budriesi,Pablo Budriesi1,178876,123930,100,77,65,62,68.0
1747,0.84,ramiro gaston tintorelli,ramiro tintorelli, Ramiro Tintorelli1,73831,73827,100,76,83,95,84.667
1748,0.71,julieta cosa,julieta correa, Julieta Correa1,171524,116855,100,83,85,85,84.333
1749,0.65,pamela johanna lopes da cunha,pamela lopes da cunha, Pamela Lopes da Cunha1,74053,74049,100,81,84,95,86.667
1750,0.82,agustina haydee villar,haydee viola," 
Haydée Viola1 ",174486,119713,100,92,65,86,81.0
1751,0.9,pablo federico cavagnaro,federico cavanna,Federico Cavanna1,20066,20065,100,94,75,86,85.0
1752,0.0,federico zamberlan,federico zamberlan, Federico Zamberlan1,141387,114491,100,100,100,100,100.0
1753,0.76,mauricio ariel perin,mauricio arias, Mauricio Arias3,48238,48235,100,86,71,71,76.0
1754,0.0,leandro gabriel champarini,leandro gabriel champarini,Leandro Gabriel Champarini1,122941,106189,100,100,100,100,100.0
1755,1.06,ramiro gabriel piatti,ramiro gabriel comas mutis," 
Ramiro Gabriel Comas Mutis1",68648,68644,100,76,72,77,75.0
1756,0.0,claudia beatriz herenu,claudia beatriz herenu," 
Claudia Beatriz Hereñú1 ",5687,5686,100,100,100,100,100.0
1757,0.81,gabriel leonardo cicuttin,guido cicuttin,Guido Cicuttin1,57504,57501,100,79,67,86,77.333
1758,0.0,juan facundo morici,juan facundo morici, Juan Facundo Morici1,57022,57019,100,100,100,100,100.0
1759,0.6,pedro bekinschtein,pedro bekischtein, Pedro Bekischtein1,4492,4491,100,94,97,97,96.0
1760,0.0,noelia weisstaub,noelia weisstaub, Noelia Weisstaub1 ,19619,19618,100,100,100,100,100.0
1761,1.06,ramiro gabriel piatti,ramiro gabriel comas mutis,Ramiro Gabriel Comas Mutis1,68648,68644,100,76,72,77,75.0
1762,0.66,irene martijena,irene delia martijena, Irene Delia Martijena2,18401,18400,100,73,83,95,83.667
1763,0.0,gaston diego calfa,gaston diego calfa," 
Gastón Diego Calfa2 ",5370,5369,100,100,100,100,100.0
1764,0.71,julieta cosa,julieta correa,Julieta Correa1,171524,116855,100,83,85,85,84.333
1765,1.01,gustavo pablo budino,pablo budriesi, Pablo Budriesi1,178876,123930,100,77,65,62,68.0
1766,0.82,agustina haydee villar,haydee viola, Haydée Viola1 ,174486,119713,100,92,65,86,81.0
1767,0.93,ricardo alberto cravero,lucio cravero,Lucio Cravero1,118405,102917,100,69,56,86,70.333
1768,0.0,maria julia cambiasso,maria julia cambiasso, María Julia Cambiasso1 ,7366,7365,100,100,100,100,100.0
1769,0.0,veronica de la fuente,veronica de la fuente,Verónica de la Fuente1,75146,75142,100,100,100,100,100.0
1770,0.0,azul silva,azul silva, Azul Silva1,78374,78370,100,100,100,100,100.0
1771,0.48,sebastian martini,"sebastian 
martinez"," Sebastián 
Martínez2",44684,44681,100,94,91,89,91.333
1772,0.0,ricardo sanchez-pena,ricardo sanchez-pena#, Ricardo Sánchez-Peña2#,51438,51435,100,100,100,100,100.0
1773,0.8,mariano andres belluscio,mariano belluscio, Mariano Belluscio1,3695,3694,100,71,83,95,83.0
1774,0.0,joaquin piriz,joaquin piriz, Joaquín Piriz1 ,6433,6432,100,100,100,100,100.0
1775,0.62,veronika mariana diaz abrahan,veronika diaz abrahan,Veronika Diaz Abrahan1,26498,26497,100,76,84,95,85.0
1776,0.98,mauro do nascimento,ezequiel batista do nascimento,Ezequiel Batista Do Nascimento1,25224,25223,100,79,61,86,75.333
1777,1.06,susanne schnabel,aline lima dierschnabel, Aline Lima Dierschnabel2,49600,49597,69,62,51,62,58.333
1778,1.03,jorge augusto de medeiros pinheiro,"andre macedo de 
medeiros"," André Macedo de 
Medeiros3",38077,38075,100,68,52,60,60.0
1779,1.07,patricia deborah stein,deborah suchecki, Deborah Suchecki4,39370,39368,100,76,58,58,64.0
1780,0.9,diana helena silveira,regina helena silva, Regina Helena Silva4,130605,113852,100,79,60,80,73.0
1781,1.0,maria alejandra mussi,alessandra mussi ribeiro, Alessandra Mussi Ribeiro4 ,2706,2705,100,67,62,72,67.0
1782,0.95,maria gabriela d'odorico,carolina d'odorico,Carolina D’Odorico1,28435,28433,100,78,62,67,69.0
1783,0.93,ivan ase,ivan assof, Iván Assof1,72253,72249,100,88,78,78,81.333
1784,0.0,mario rafael pagani,mario rafael pagani, Mario Rafael Pagani1 ,19142,19141,100,100,100,100,100.0
1785,0.68,nicolas daniel rodriguez altieri,nicolas rodriguez altieri,Nicolás Rodriguez Altieri1,90108,90104,100,84,88,95,89.0
1786,0.0,esteban lombera,esteban lombera, Esteban Lombera1,74221,74217,100,100,100,100,100.0
1787,0.69,pablo esteban etchemendy,pablo e. etchemendy, Pablo E. Etchemendy1,11909,11908,100,68,86,89,81.0
1788,0.0,ignacio spiousas,"ignacio 
spiousas"," Ignacio 
Spiousas2",7588,7587,100,94,100,97,97.0
1789,0.85,ramiro ovejero,ramiro o. vergara, Ramiro O. Vergara1 ,15741,15740,100,79,53,71,67.667
1790,0.0,maria carolina fabio,maria carolina fabio,María Carolina Fabio1,53469,53466,100,100,100,100,100.0
1791,0.79,ricardo marcos pautassi,ricardo m. pautassi, Ricardo M. Pautassi1 ,17020,17019,100,74,88,89,83.667
1792,0.62,diego maximiliano fernandez,pablo maximiliano fernandez,Pablo Maximiliano Fernández1,182191,127085,100,85,78,85,82.667
