,tema,autor,titulo
303,"Cognition, Behavior, and Memory  ", Susana Rubiales de Barioglio 2  ,Acute ghrelin administration reverses the memory impairment induced by bilateral olfactory bulbectomy in mice 
304,"Cognition, Behavior, and Memory ",Carlos Maria Baratti Baratti 3,Synaptic NF-kappa B localization dynamics in learning and memory 
305,"Cognition, Behavior, and Memory ", Nicoletta Corbi 1,Synaptic NF-kappa B localization dynamics in learning and memory 
306,"Cognition, Behavior, and Memory ", Claudio Passanati 1,Synaptic NF-kappa B localization dynamics in learning and memory 
307,"Cognition, Behavior, and Memory ", Arturo Romano 2,Synaptic NF-kappa B localization dynamics in learning and memory 
308,"Cognition, Behavior, and Memory ", Ramiro Freudenthal 2  1 IBPM-CNR,Synaptic NF-kappa B localization dynamics in learning and memory 
309,"Cognition, Behavior, and Memory ", Regina Elena Cancer Institute,Synaptic NF-kappa B localization dynamics in learning and memory 
310,"Cognition, Behavior, and Memory ", Rome,Synaptic NF-kappa B localization dynamics in learning and memory 
311,"Cognition, Behavior, and Memory ", Italy. ,Synaptic NF-kappa B localization dynamics in learning and memory 
312,"Cognition, Behavior, and Memory  ",,Epitastic genes of the Noonan syndrome allele cswN308D produce learning impairment in Drosophila 
313,"Cognition, Behavior, and Memory  ",1 CAECE ,The effect of stimuli discrimination and priming in a equivalence relations 
314,"Cognition, Behavior, and Memory  ",,Freedom and rules in human sequential performance: a refractory period in eye-hand coordination  
315,"Cognition, Behavior, and Memory  ",Marina Snitcofsky,NMDA receptor subunits involvement in memory formation of 
316,"Cognition, Behavior, and Memory  ", María Verónica Baez,NMDA receptor subunits involvement in memory formation of 
317,"Cognition, Behavior, and Memory  ", Natalia Colettis,NMDA receptor subunits involvement in memory formation of 
318,"Cognition, Behavior, and Memory  ", Alejandra Aguirre,NMDA receptor subunits involvement in memory formation of 
319,"Cognition, Behavior, and Memory  ", Magalí Cercato,NMDA receptor subunits involvement in memory formation of 
320,"Cognition, Behavior, and Memory  ", Verónica Cheli,NMDA receptor subunits involvement in memory formation of 
321,"Cognition, Behavior, and Memory  ", Diana Jerusalinsky  ,NMDA receptor subunits involvement in memory formation of 
322,"Cognition, Behavior, and Memory  ",,Inflation of subjective perception in peripheral vision 
323,"Cognition, Behavior, and Memory  ",perception for pink noise filtered bands Ignacio Spiousas,
324,"Cognition, Behavior, and Memory  ", Pablo E. Etchemendy,
325,"Cognition, Behavior, and Memory  ", Esteban R. Calcagno,
326,"Cognition, Behavior, and Memory  ", Manuel C. Eguía   ,
327,"Cognition, Behavior, and Memory  ",memory expression without affecting memory storage Luis Daniel Suárez 1,
328,"Cognition, Behavior, and Memory  ", Pedro Caffaro 1,
329,"Cognition, Behavior, and Memory  ", Karina Andrea Barreiro 1,
330,"Cognition, Behavior, and Memory  ", Mariano Blake 2,
331,"Cognition, Behavior, and Memory  ", Alejandro Delorenzi 1  ,
332,"Cognition, Behavior, and Memory  ",Medina   ,Spatial novelty promotes the persistence of memory 
333,"Cognition, Behavior, and Memory  ",,Modulation of adult neurogenesis by spatial learning 
334,"Cognition, Behavior, and Memory  ",the rate of readaptation Jorge Ignacio Villalta,
335,"Cognition, Behavior, and Memory  ", Sofía Mariana Landi,
336,"Cognition, Behavior, and Memory  ", Ana Fló,
337,"Cognition, Behavior, and Memory  ", Valeria Della-Maggiore  ,
338,"Cognition, Behavior, and Memory  ",Maria Eugenia Villar,Memory interference in an object-recognition learning task 
339,"Cognition, Behavior, and Memory  ", Maria Cecilia Martinez,Memory interference in an object-recognition learning task 
340,"Cognition, Behavior, and Memory  ", Fabricio Ballarini,Memory interference in an object-recognition learning task 
341,"Cognition, Behavior, and Memory  ", Haydée Viola  ,Memory interference in an object-recognition learning task 
342,"Cognition, Behavior, and Memory  ",kappa B transcription factor involved in recognition memory formation. Gisela Zalcman,
343,"Cognition, Behavior, and Memory  ", Noel Federman,
344,"Cognition, Behavior, and Memory  ", Arturo Romano  ,
345,Computational Neuroscience  ,diagnosis Facundo Carrillo 1,
346,Computational Neuroscience  , Mariano Sigman 2,
347,Computational Neuroscience  , Diego Fernández Slezak 1  ,
348,Computational Neuroscience  ,Javier Ignacio Cuneo 4,Computational influence of neurogenesis in the processing of 
349,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
350,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
351,Computational Neuroscience  , Nicolás Hugo Quiroz 4,Computational influence of neurogenesis in the processing of 
352,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
353,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
354,Computational Neuroscience  , Victoria Irene Weisz 4,Computational influence of neurogenesis in the processing of 
355,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
356,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
357,Computational Neuroscience  , Lucas Damián Costa 4,Computational influence of neurogenesis in the processing of 
358,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
359,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
360,Computational Neuroscience  , Guido Benjamín Guzmán 4,Computational influence of neurogenesis in the processing of 
361,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
362,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
363,Computational Neuroscience  , Pablo Francisco Argibay 4,Computational influence of neurogenesis in the processing of 
364,Computational Neuroscience  , 3,Computational influence of neurogenesis in the processing of 
365,Computational Neuroscience  , 2,Computational influence of neurogenesis in the processing of 
366,Computational Neuroscience  , 1  ,Computational influence of neurogenesis in the processing of 
367,Computational Neuroscience  ,1 Dto. de Física,Information Theory approach to characterize the internal structure of the rhythmic oscillation patterns 
368,Computational Neuroscience  , Fac. Cs. Exactas,Information Theory approach to characterize the internal structure of the rhythmic oscillation patterns 
369,Computational Neuroscience  , UNLP ,Information Theory approach to characterize the internal structure of the rhythmic oscillation patterns 
370,Computational Neuroscience  ,Fernádez Slezak 1  ,Massive-scale educational intervention: Mate Marote goes to La Rioja 
371,Computational Neuroscience  ,Emiliano Marachlian 2,
372,Computational Neuroscience  , Fernando Locatelli 2,
373,Computational Neuroscience  , Ramón Huerta 1  ,
374,Computational Neuroscience  ,1 Depto de Física,Maximum entropy constraints on spike correlations in a neuronal ensemble 
375,Computational Neuroscience  , Fac. de Cs. Exactas,Maximum entropy constraints on spike correlations in a neuronal ensemble 
376,Computational Neuroscience  , UNLP ,Maximum entropy constraints on spike correlations in a neuronal ensemble 
377,Computational Neuroscience  ,Martín Noblia,
378,Computational Neuroscience  , Damian Ernesto Oliva   ,
379,Computational Neuroscience  ,Pablo Hernán Rodriguez Zivic 3,
380,Computational Neuroscience  , 1,
381,Computational Neuroscience  , Favio Shifres 4,
382,Computational Neuroscience  , Guillermo Cecchi 2  ,
383,Motor Systems  ,zebra finches Ana Amador 1,
384,Motor Systems  , 2,
385,Motor Systems  , Gabriel Mindlin 1,
386,Motor Systems  , Yonatan Sanz Perl 1,
387,Motor Systems  , Daniel Margoliash 2  ,
388,Motor Systems  ,M. Florencia Assaneo,
389,Motor Systems  , Marcos A. Trevisan,
390,Motor Systems  , Gabriel B. Mindlin   ,
391,Motor Systems  ,,Commutator for chronic physiological recordings 
392,Motor Systems  ,Matías A. Goldin 2,Mapping temperature induced broken syllables into a dynamical 
393,Motor Systems  , Leandro. M. Alonso 2,Mapping temperature induced broken syllables into a dynamical 
394,Motor Systems  , Jorge A. Alliende 2,Mapping temperature induced broken syllables into a dynamical 
395,Motor Systems  , Franz Goller 1,Mapping temperature induced broken syllables into a dynamical 
396,Motor Systems  , Gabriel B. Mindlin 2  ,Mapping temperature induced broken syllables into a dynamical 
397,Motor Systems  ,the development of L-DOPA-induced dyskinesias. Gimena Gómez 3,
398,Motor Systems  , Irene Taravini 3,
399,Motor Systems  , Lorena Rela 1,
400,Motor Systems  , Juan Belforte 1,
401,Motor Systems  , Gustavo Murer 2,
402,Motor Systems  , Oscar Gershanik 3  ,
403,Motor Systems  ,Valeria Della-Maggiore 3  1 Ctr. de Ciências da Saúde- Lab. de Neurobiologia II,Motor resonance reflects muscle activity when the goal of the observed action is known  
404,Motor Systems  , Univ. Federal do Rio de Janeiro,Motor resonance reflects muscle activity when the goal of the observed action is known  
405,Motor Systems  , Rio de Janeiro,Motor resonance reflects muscle activity when the goal of the observed action is known  
406,Motor Systems  , Brazil 2 Dept. of Psychology,Motor resonance reflects muscle activity when the goal of the observed action is known  
407,Motor Systems  , Univ. of California,Motor resonance reflects muscle activity when the goal of the observed action is known  
408,Motor Systems  , Santa Barbara,Motor resonance reflects muscle activity when the goal of the observed action is known  
409,Motor Systems  , CA,Motor resonance reflects muscle activity when the goal of the observed action is known  
410,Motor Systems  , USA ,Motor resonance reflects muscle activity when the goal of the observed action is known  
411,Motor Systems  ,Elisa Schneider,
412,Motor Systems  , Lidia Szczupak   ,
413,Neural Circuit Physiology  ,the olfactory pathway Luis Acosta,
414,Neural Circuit Physiology  , Lorena Rela   ,
415,Neural Circuit Physiology  ,schizophrenia. Rodrigo J. Alvarez,Reduced connectivity of hippocampal-medial prefrontal cortex 
416,Neural Circuit Physiology  , Juan E. Belforte  ,Reduced connectivity of hippocampal-medial prefrontal cortex 
417,Neural Circuit Physiology  ,Mariano Belluscio,
418,Neural Circuit Physiology  , Gustavo Murer   ,
419,Neural Circuit Physiology  ,,Role of dopamine in corticostriatal postnatal maturation in vivo 
420,Neural Circuit Physiology  ,Agustina Cabral,Ghrelin activates hypophysiotropic CRF neurons through NPY-
421,Neural Circuit Physiology  , Spring Valdivia,Ghrelin activates hypophysiotropic CRF neurons through NPY-
422,Neural Circuit Physiology  , Anabela Patrone,Ghrelin activates hypophysiotropic CRF neurons through NPY-
423,Neural Circuit Physiology  , Gimena Fernandez,Ghrelin activates hypophysiotropic CRF neurons through NPY-
424,Neural Circuit Physiology  , Mirta Reynaldo,Ghrelin activates hypophysiotropic CRF neurons through NPY-
425,Neural Circuit Physiology  , Mario Perelló   ,Ghrelin activates hypophysiotropic CRF neurons through NPY-
426,Neural Circuit Physiology  ,Neohelice granulata. Eliana Micaela Canero,
427,Neural Circuit Physiology  , Gabriela Hermitte  ,
428,Neural Circuit Physiology  ,,TRANSCRIPTION FACTOR NF-(cid:4)B AND THE NEURAL MORPHOLOGIC CHANGES ASSOCIATED TO LEARNING AND MEMORY 
429,Neural Circuit Physiology  ,neurons in Drosophila. Ana Depetris Chauvin,
430,Neural Circuit Physiology  , E. Axel Gorostiza,
431,Neural Circuit Physiology  , M. Fernanda Ceriani  ,
432,Neural Circuit Physiology  ,Mariela Escande 2,
433,Neural Circuit Physiology  , Irene Taravini 1,
434,Neural Circuit Physiology  , Juan Belforte 2,
435,Neural Circuit Physiology  , Mario Gustavo Murer 2  ,
436,Neural Circuit Physiology  ,Durand  ,Functional connectivity between the midline thalamus and dorsal hippocampus in vivo 
437,Neural Circuit Physiology  ,M. Belén Pardi,
438,Neural Circuit Physiology  , Lucas A. Mongiat,
439,Neural Circuit Physiology  , Alejandro F. Schinder,
440,Neural Circuit Physiology  , Antonia Marín-Burgin  ,
441,Neural Circuit Physiology  ,Ana Paula Piantanida,
442,Neural Circuit Physiology  , Lorena Rela  ,
443,Neural Circuit Physiology ,pyramidal neurons using optogenetics Silvio G Temprana,
444,Neural Circuit Physiology , Alejandro F Schinder,
445,Neural Circuit Physiology , Lucas A Mongiat  ,
446,Neural Circuit Physiology  ,Reynaldo,Neuronal populations involved in binge eating behaviors 
447,Neural Circuit Physiology  , Mario Perelló  ,Neuronal populations involved in binge eating behaviors 
448,Neurochemistry and Neuropharmacology  ,TDP-43 transgenic model of frontotemporal dementia Julio Alfieri,
449,Neurochemistry and Neuropharmacology  , Nilda Sofía Dombrovsky,
450,Neurochemistry and Neuropharmacology  , Lionel Muller Igaz   ,
451,Neurochemistry and Neuropharmacology  ,remyelination in rats Florencia Almeira Gubiani,
452,Neurochemistry and Neuropharmacology  , Milagros Pereira Luppi,
453,Neurochemistry and Neuropharmacology  , Ana M. Adamo  ,
454,Neurochemistry and Neuropharmacology  ,,Activation and potentiation of alpha7 receptors with different number of agonist binding sites 
455,Neurochemistry and Neuropharmacology  ,activation in nucleus accumbens and striatum Mariana Bartos 2,
456,Neurochemistry and Neuropharmacology  , Pablo Iribarren 1,
457,Neurochemistry and Neuropharmacology  , Liliana M. Cancela 2  ,
458,Neurochemistry and Neuropharmacology  ,,Oxygen free radicals mediate potentiation of the GABA(cid:5)1 receptor function by H2O2. 
459,Neurochemistry and Neuropharmacology ,syndromes Ignacio Bergé,
460,Neurochemistry and Neuropharmacology , Guillermina Hernando,
461,Neurochemistry and Neuropharmacology , Cecilia Bouzat   ,
462,Neurochemistry and Neuropharmacology  ,produce maximal responses Jeremías Corradi,
463,Neurochemistry and Neuropharmacology  , Cecilia Bouzat   ,
464,Neurochemistry and Neuropharmacology  ,cocaine induced sensitization Santiago Cuesta,
465,Neurochemistry and Neuropharmacology  , Jorgelina Batuecas,
466,Neurochemistry and Neuropharmacology  , María J. Severin,
467,Neurochemistry and Neuropharmacology  , Silvana B. Rosso,
468,Neurochemistry and Neuropharmacology  , Alejandra M. Pacchioni  ,
469,Neurochemistry and Neuropharmacology  ,Cancela  ,Expression of Stress-Induced Sensitization to Cocaine is Associated to Changes in ABPs and GluR1 in the Nucleus Accumbens 
470,Neurochemistry and Neuropharmacology  ,Ferreira   ,THE DOPAMINERGIC ANTAGONIST HALOPERIDOL ALTERS PUPS VS MALE PREFRENCE (AND SEXUAL BEHAVIOR) OF POSTPARTUM ESTROUS RATS 
471,Neurochemistry and Neuropharmacology  ,,Involvement of serotonin in cognitive flexibility in rats 
472,Neurochemistry and Neuropharmacology  ,propolis Diana Gallego 1,
473,Neurochemistry and Neuropharmacology  , Camilo Alberto Orozco 2  ,
474,Neurochemistry and Neuropharmacology  ,implicance of GLT-1 Constanza Garcia Keller 2,Changes in the Glutamate homeostasis in Nucleus Accumbens 
475,Neurochemistry and Neuropharmacology  , Alejandra Esparza 2,Changes in the Glutamate homeostasis in Nucleus Accumbens 
476,Neurochemistry and Neuropharmacology  , Peter W Kalivas 1,Changes in the Glutamate homeostasis in Nucleus Accumbens 
477,Neurochemistry and Neuropharmacology  , Liliana M Cancela 2  ,Changes in the Glutamate homeostasis in Nucleus Accumbens 
478,Neurochemistry and Neuropharmacology ,Jean L. Cadet 4,Modafinil treatment prevents methamphetamine-triggered effects on pro-apoptotic BAX and anti-apoptotic Bcl-2 protein expression in mice striatum 
479,Neurochemistry and Neuropharmacology , Francisco J. Urbano 2,Modafinil treatment prevents methamphetamine-triggered effects on pro-apoptotic BAX and anti-apoptotic Bcl-2 protein expression in mice striatum 
480,Neurochemistry and Neuropharmacology , Verónica Bisagno 3  ,Modafinil treatment prevents methamphetamine-triggered effects on pro-apoptotic BAX and anti-apoptotic Bcl-2 protein expression in mice striatum 
481,Neurochemistry and Neuropharmacology  ,GABA and benzodiazepine sites in rat neocortical neurons María Laura Gutiérrez,
482,Neurochemistry and Neuropharmacology  ,  María Celeste Ferreri,
483,Neurochemistry and Neuropharmacology  , María Clara Gravielle  ,
484,Neurochemistry and Neuropharmacology  ,,GABA receptors of muscle Caenorhabditis elegans as targets of anthelmintic agents  
485,Neurochemistry and Neuropharmacology ,Josefina Higgs,Potential Central Nervous System effects of the synthetic 
486,Neurochemistry and Neuropharmacology , Cristina Wasowski,Potential Central Nervous System effects of the synthetic 
487,Neurochemistry and Neuropharmacology , Mariel Marder  ,Potential Central Nervous System effects of the synthetic 
488,Neurochemistry and Neuropharmacology  ,hyperactive mice lacking p35 Favio Krapacher,
489,Neurochemistry and Neuropharmacology  , Guillermo Fernandez,
490,Neurochemistry and Neuropharmacology  , Gabriela Paglini  ,
491,Neurochemistry and Neuropharmacology  ,,Evolutionary changes in the pharmacology of the nicotinic (cid:1)9(cid:1)10 receptor 
492,Neurochemistry and Neuropharmacology  ,Andreas Zimmer 2,Involvement of the enkephalinergic system in the dopamine sensitization to cocaine in the nucleus accumbens. 
493,Neurochemistry and Neuropharmacology  , Liliana M Cancela 1  ,Involvement of the enkephalinergic system in the dopamine sensitization to cocaine in the nucleus accumbens. 
494,Neurochemistry and Neuropharmacology  ,anticonvulsant compound with antioxidant properties Valentina Pastore,
495,Neurochemistry and Neuropharmacology  , Cristina Wasowski,
496,Neurochemistry and Neuropharmacology  , Mariel Marder  ,
497,Neurochemistry and Neuropharmacology  ,nicotínic acetylcholine receptor Carlos Humberto Paván 1,
498,Neurochemistry and Neuropharmacology  , 2,
499,Neurochemistry and Neuropharmacology  , Sergio Gabriel del Canto 1,
500,Neurochemistry and Neuropharmacology  , Mirtha Josefa Biscoglio de Jiménez Bonino 1,
501,Neurochemistry and Neuropharmacology  , 2  ,
502,Neurochemistry and Neuropharmacology  ,,GABAA RECEPTORS MEDIATE ANXIETY-LIKE BEHAVIOR INDUCED BY GHRELIN IN NEONATAL CHICK FOREBRAIN 
503,Neurochemistry and Neuropharmacology  ,Wnt signaling pathway María J. Severin,
504,Neurochemistry and Neuropharmacology  , Santiago Cuesta,
505,Neurochemistry and Neuropharmacology  , Jorgelina Batuecas,
506,Neurochemistry and Neuropharmacology  , Silvana B. Rosso,
507,Neurochemistry and Neuropharmacology  , Alejandra M. Pacchioni  ,
508,Neurochemistry and Neuropharmacology  ,Soledad Lucía Uran 1,Impairment in hippocampal GABAA receptors binding after 
509,Neurochemistry and Neuropharmacology  , Mariana Paula Cid 2,Impairment in hippocampal GABAA receptors binding after 
510,Neurochemistry and Neuropharmacology  , Lucila Guadalupe Caceres 1,Impairment in hippocampal GABAA receptors binding after 
511,Neurochemistry and Neuropharmacology  , Nancy Alicia Salvatierra 2,Impairment in hippocampal GABAA receptors binding after 
512,Neurochemistry and Neuropharmacology  , Laura Ruth Guelman 1  ,Impairment in hippocampal GABAA receptors binding after 
513,Neurochemistry and Neuropharmacology  ,of cocaine and the expression of BDNF in the nucleus accumbens Analía Valdomero,
514,Neurochemistry and Neuropharmacology  , Evelin Velazquez  Otto Orsingher,
515,Neurochemistry and Neuropharmacology  , Gabriel Cuadra  ,
516,Neuroendocrinology and Neuroimmunology  ,OF  THE  PILOCARPINE-INDUCED  EPILEPSY  IN  FEMALE  RATS G.A.  Argañaraz1,
517,Neuroendocrinology and Neuroimmunology  ,  E.R.  Argañarz1,
518,Neuroendocrinology and Neuroimmunology  ,  S.R.  Perosa2,
519,Neuroendocrinology and Neuroimmunology  ,  C.E.  Alves  Garcia1,
520,Neuroendocrinology and Neuroimmunology  ,  E.  A. Cavalheiro2; M. G. Naffah Mazzacoratti 2; D. Amado 2  1 Curso de Ciências Farmacêuticas/UNB    ,
521,Neuroendocrinology and Neuroimmunology  ,in hypothalamic brain areas of hypo- and hyperthyroid adult male rats Carolina Ayala 3,
522,Neuroendocrinology and Neuroimmunology  , 4,
523,Neuroendocrinology and Neuroimmunology  , Susana R Valdez 5,
524,Neuroendocrinology and Neuroimmunology  , 2,
525,Neuroendocrinology and Neuroimmunology  , Marta Soaje 5,
526,Neuroendocrinology and Neuroimmunology  , 1,
527,Neuroendocrinology and Neuroimmunology  , Francisco López-Aguilera 3,
528,Neuroendocrinology and Neuroimmunology  , María Ester Celis 4,
529,Neuroendocrinology and Neuroimmunology  , Alicia M Seltzer 3  ,
530,Neuroendocrinology and Neuroimmunology  ,,PRESINAPTIC DYSFUNCTION IN DIFFERENT BRAIN AREAS OF RATS WITH EXPERIMENTAL AUTOIMMUNE ENCEPHALOMYELITIS (EAE). 
531,Neuroendocrinology and Neuroimmunology  ,Evelin M. Cotella,Maternal Separation and Chronic Variable Stress during adulthood: Implications for Glucocorticoid Receptors Expression in Limbic areas related to Anxiety and treatment with tricyclic 
532,Neuroendocrinology and Neuroimmunology  , Patricia E. Durando,Maternal Separation and Chronic Variable Stress during adulthood: Implications for Glucocorticoid Receptors Expression in Limbic areas related to Anxiety and treatment with tricyclic 
533,Neuroendocrinology and Neuroimmunology  , Marta M. Suárez  ,Maternal Separation and Chronic Variable Stress during adulthood: Implications for Glucocorticoid Receptors Expression in Limbic areas related to Anxiety and treatment with tricyclic 
534,Neuroendocrinology and Neuroimmunology  ,Medial Preoptic Area by DSP-4: A Method to study the role of Locus Coeruleus in the Reproductive Function Bruna Kalil 1,
535,Neuroendocrinology and Neuroimmunology  , Cristiane M. Leite 2,
536,Neuroendocrinology and Neuroimmunology  , Aline B. Ribeiro 1,
537,Neuroendocrinology and Neuroimmunology  , Janete A. Anselmo-Franci 2  ,
538,Neuroendocrinology and Neuroimmunology  ,Depino 1,Effects of valproic acid on the postnatal brain 
539,Neuroendocrinology and Neuroimmunology  , 2  ,Effects of valproic acid on the postnatal brain 
540,Neuroendocrinology and Neuroimmunology  ,OF PRENATAL RESTRAINT STRESS ON GLUCOCORTICOIDS RECEPTOR IN HIPPOCAMPUS AND LYMPHOID CELLS OF ADULT MICE. M.Rocío Larreche-Calahorrano,
541,Neuroendocrinology and Neuroimmunology  , Joana E. Pivoz-Avedikian,
542,Neuroendocrinology and Neuroimmunology  , Cecilia G. Pascuan,
543,Neuroendocrinology and Neuroimmunology  , Ana M. Genaro,
544,Neuroendocrinology and Neuroimmunology  , María A. Zorrilla- Zubiliete   ,
545,Neuroendocrinology and Neuroimmunology  ,Luciana Lucchina,Peripheral and central exacerbated inflammatory responses in a 
546,Neuroendocrinology and Neuroimmunology  , Amaicha Depino  Institute for Physiology,Peripheral and central exacerbated inflammatory responses in a 
547,Neuroendocrinology and Neuroimmunology  , Molecular Biology and Neurosciences,Peripheral and central exacerbated inflammatory responses in a 
548,Neuroendocrinology and Neuroimmunology  , IFIByNE,Peripheral and central exacerbated inflammatory responses in a 
549,Neuroendocrinology and Neuroimmunology  , ,Peripheral and central exacerbated inflammatory responses in a 
550,Neuroendocrinology and Neuroimmunology  ,EFFECT OF PRENATAL STRESS ON BEHAVIOUR. INVOLVEMENT OF NEUROTROPHINS Joana E. Pivoz-Avedikian,
551,Neuroendocrinology and Neuroimmunology  , M. Rocío Larreche-Calahorrano,
552,Neuroendocrinology and Neuroimmunology  , Cecilia G. Pascuan,
553,Neuroendocrinology and Neuroimmunology  , María A. Zorrilla-Zubilete,
554,Neuroendocrinology and Neuroimmunology  , Ana M. Genaro  ,
555,Neuroendocrinology and Neuroimmunology  ,3,HYPOTHALAMIC INSULIN-LIKE GROWTH FACTOR-I GENE THERAPY PROLONGS REGULAR ESTRAL CYCLICITY IN MIDDLE-AGED FEMALE RATS 
556,Neuroendocrinology and Neuroimmunology  , Alicia Mirta Flamini 3,HYPOTHALAMIC INSULIN-LIKE GROWTH FACTOR-I GENE THERAPY PROLONGS REGULAR ESTRAL CYCLICITY IN MIDDLE-AGED FEMALE RATS 
557,Neuroendocrinology and Neuroimmunology  , Ye Han 2,HYPOTHALAMIC INSULIN-LIKE GROWTH FACTOR-I GENE THERAPY PROLONGS REGULAR ESTRAL CYCLICITY IN MIDDLE-AGED FEMALE RATS 
558,Neuroendocrinology and Neuroimmunology  , Martha C Bohn 2,HYPOTHALAMIC INSULIN-LIKE GROWTH FACTOR-I GENE THERAPY PROLONGS REGULAR ESTRAL CYCLICITY IN MIDDLE-AGED FEMALE RATS 
559,Neuroendocrinology and Neuroimmunology  , Rodolfo Gustavo Goya 1  ,HYPOTHALAMIC INSULIN-LIKE GROWTH FACTOR-I GENE THERAPY PROLONGS REGULAR ESTRAL CYCLICITY IN MIDDLE-AGED FEMALE RATS 
560,Sensory Systems  ,,Differential visual adaptation mechanisms in an arthropod.  
561,Sensory Systems  ,trauma.  María Eugenia Gómez-Casati. 2,
562,Sensory Systems  , 1,
563,Sensory Systems  , Ana Belén Elgoyhen. 2,
564,Sensory Systems  , 1  ,
565,Sensory Systems  ,somatosensory system Raúl Hernández Pérez,
566,Sensory Systems  , Victor De Lafuente  ,
567,Sensory Systems  ,Costa   ,Differential distribution of CB1 and CB2 receptors in adult rat retina. 
568,Sensory Systems  ,sensory processing Emiliano Marachlian 3,
569,Sensory Systems  , Jen-Yung Chen 2,
570,Sensory Systems  , Collins Assisi 2,
571,Sensory Systems  , Ramón Huerta 1,
572,Sensory Systems  , Brian Smith 4,
573,Sensory Systems  , Maxim Bazhenov 2,
574,Sensory Systems  , Fernando Locatelli 3  ,
575,Sensory Systems  ,,Reconstruction of firing rate from Ca2+ fluorescence signal 
576,Synaptic Transmission and Excitability  ,Facundo Alvarez Heduan,ATP modulates synaptic activity at the efferent-inner hair cell 
577,Synaptic Transmission and Excitability  , Eleonora Katz,ATP modulates synaptic activity at the efferent-inner hair cell 
578,Synaptic Transmission and Excitability  ,  Juan Goutman,ATP modulates synaptic activity at the efferent-inner hair cell 
579,Synaptic Transmission and Excitability  , Ana Belén Elgoyhen  ,ATP modulates synaptic activity at the efferent-inner hair cell 
580,Synaptic Transmission and Excitability  ,of perinatal asphyxia Juan Manuel Acosta 3,
581,Synaptic Transmission and Excitability  , Diego Rafael Cohon Anibal Sarotto 3,
582,Synaptic Transmission and Excitability  , Daniela Contartese(cid:2)Mariano Ibarra (cid:4),
583,Synaptic Transmission and Excitability  ,Victoria Andino Pavlovsky 1,
584,Synaptic Transmission and Excitability  , Roberto Araya 2,
585,Synaptic Transmission and Excitability  , Rafael Yuste 2,
586,Synaptic Transmission and Excitability  , Roberto Etchenique 1  ,
587,Synaptic Transmission and Excitability  ,,INVOLVEMENT OF THE GABAERGIC SYSTEM IN THE GLUTAMATE RELEASE MODULATION OF FRONTAL CORTEX SYNAPTOSOMES OF RATS WITH EXPERIMENTAL AUTOIMMUNE ENCEPHALOMYELITIS (EAE) 
588,Synaptic Transmission and Excitability  ,Francisco J. Urbano 2  ,Differential effects of cocaine and methylphenidate on GABA release from thalamic reticular nucleus  
589,Synaptic Transmission and Excitability  ,transmitter release at the mouse neuromuscular junction. Ayelén I. Groisman,
590,Synaptic Transmission and Excitability  , Noelia Lino,
591,Synaptic Transmission and Excitability  , Osvaldo D. Uchitel   ,
592,Synaptic Transmission and Excitability  ,ACETYLCHOLINE RELEASE BY ACTIVATING P2Y 13 RECEPTORS AT THE MOUSE NEUROMUSCULAR JUNCTION  Juan Guarracino 2,
593,Synaptic Transmission and Excitability  , Alejandro Cinalli 2,
594,Synaptic Transmission and Excitability  , Mariela Veggetti 2,
595,Synaptic Transmission and Excitability  , Verónica Fernández 1,
596,Synaptic Transmission and Excitability  , Liliana Roquel 1,
597,Synaptic Transmission and Excitability  , Adriana Losavio 2  ,
598,Synaptic Transmission and Excitability  ,parameters to electrophysiological data obtained from adult-born neurons Tuomo Mäki-Marttunen 1,
599,Synaptic Transmission and Excitability  , 2,
600,Synaptic Transmission and Excitability  , Antonia Marín-Burgin 1,
601,Synaptic Transmission and Excitability  , Lucas A. Mongiat 1,
602,Synaptic Transmission and Excitability  , Emilio Kropff 1,
603,Synaptic Transmission and Excitability  , M. Belén Pardi 1,
604,Synaptic Transmission and Excitability  , Marja-Leena Linne 2,
605,Synaptic Transmission and Excitability  , Alejandro F. Schinder 1  ,
606,Synaptic Transmission and Excitability ,,EXOCYTOSIS AND RECOVERY OF EXOCYTOSIS AFTER ACTION POTENTIAL LIKE STIMULUS IN CHROMAFFIN CELLS: A NEW FAST RELEASABLE AND RECYCLABLE VESICLE POOL?  
607,Synaptic Transmission and Excitability  ,,Is DMT1 involved in myelination? 
608,Synaptic Transmission and Excitability  ,,EFFECTS OF TEMPERATURE ON THE EXOCYTOSIS INDUCED BY ACTION POTENTIAL LIKE STIMULI 
609,Synaptic Transmission and Excitability  ,Felipe Sierra 1,Membrane properties are modified in seasonal adaptation to 
610,Synaptic Transmission and Excitability  , 3,Membrane properties are modified in seasonal adaptation to 
611,Synaptic Transmission and Excitability  , Ana Silva 2 ,Membrane properties are modified in seasonal adaptation to 
